,true_label,predicted_label,predict_vote,max_count
133,7,7,"[23.0, 21.0, 20.0, 9.0, 27.0]",27
134,2,2,"[25.0, 11.0, 25.0, 16.0, 23.0]",25
135,6,5,"[22.0, 16.0, 29.0, 13.0, 20.0]",29
136,4,5,"[15.0, 21.0, 24.0, 19.0, 21.0]",24
137,6,5,"[20.0, 18.0, 30.0, 17.0, 15.0]",30
138,6,2,"[28.0, 9.0, 18.0, 24.0, 21.0]",28
139,6,5,"[17.0, 23.0, 26.0, 13.0, 21.0]",26
140,6,2,"[25.0, 15.0, 24.0, 19.0, 17.0]",25
141,2,5,"[22.0, 21.0, 24.0, 13.0, 20.0]",24
142,6,2,"[26.0, 17.0, 18.0, 22.0, 17.0]",26
143,2,4,"[23.0, 26.0, 23.0, 14.0, 14.0]",26
144,6,7,"[18.0, 20.0, 19.0, 13.0, 30.0]",30
145,6,5,"[18.0, 21.0, 24.0, 23.0, 14.0]",24
146,4,7,"[15.0, 16.0, 24.0, 18.0, 27.0]",27
147,7,5,"[16.0, 17.0, 33.0, 18.0, 16.0]",33
148,7,7,"[21.0, 20.0, 21.0, 16.0, 22.0]",22
149,5,5,"[22.0, 10.0, 26.0, 16.0, 26.0]",26
150,5,7,"[21.0, 22.0, 18.0, 15.0, 24.0]",24
151,5,2,"[30.0, 14.0, 25.0, 24.0, 7.0]",30
152,2,2,"[24.0, 12.0, 22.0, 23.0, 19.0]",24
153,4,4,"[17.0, 25.0, 21.0, 24.0, 13.0]",25
154,7,7,"[19.0, 18.0, 22.0, 14.0, 27.0]",27
155,5,2,"[25.0, 24.0, 23.0, 11.0, 17.0]",25
156,4,2,"[27.0, 14.0, 15.0, 23.0, 21.0]",27
157,6,5,"[17.0, 19.0, 24.0, 18.0, 22.0]",24
158,6,4,"[20.0, 25.0, 24.0, 15.0, 16.0]",25
159,6,2,"[27.0, 16.0, 18.0, 24.0, 15.0]",27
160,7,7,"[25.0, 17.0, 16.0, 15.0, 27.0]",27
161,2,2,"[25.0, 23.0, 19.0, 17.0, 16.0]",25
162,6,5,"[18.0, 13.0, 33.0, 22.0, 14.0]",33
163,2,2,"[29.0, 18.0, 25.0, 9.0, 19.0]",29
164,5,6,"[17.0, 23.0, 13.0, 25.0, 22.0]",25
165,5,7,"[15.0, 15.0, 27.0, 15.0, 28.0]",28
166,4,5,"[21.0, 19.0, 28.0, 13.0, 19.0]",28
167,6,7,"[15.0, 19.0, 18.0, 19.0, 29.0]",29
168,2,2,"[26.0, 23.0, 23.0, 14.0, 14.0]",26
169,2,7,"[21.0, 20.0, 21.0, 16.0, 22.0]",22
170,7,5,"[21.0, 19.0, 24.0, 16.0, 20.0]",24
171,2,4,"[20.0, 27.0, 20.0, 14.0, 19.0]",27
172,5,5,"[21.0, 18.0, 29.0, 13.0, 19.0]",29
173,4,5,"[19.0, 19.0, 21.0, 21.0, 20.0]",21
174,4,2,"[23.0, 21.0, 19.0, 19.0, 18.0]",23
175,7,2,"[30.0, 16.0, 21.0, 6.0, 27.0]",30
176,4,2,"[26.0, 16.0, 21.0, 13.0, 24.0]",26
177,2,7,"[22.0, 19.0, 21.0, 15.0, 23.0]",23
178,7,2,"[23.0, 19.0, 23.0, 13.0, 22.0]",23
179,7,2,"[28.0, 18.0, 21.0, 12.0, 21.0]",28
180,6,5,"[19.0, 13.0, 32.0, 24.0, 12.0]",32
181,6,2,"[24.0, 18.0, 17.0, 19.0, 22.0]",24
182,2,5,"[28.0, 14.0, 30.0, 13.0, 15.0]",30
183,7,7,"[19.0, 21.0, 13.0, 20.0, 27.0]",27
184,2,5,"[22.0, 18.0, 23.0, 19.0, 18.0]",23
185,2,5,"[18.0, 19.0, 28.0, 22.0, 13.0]",28
186,5,2,"[26.0, 18.0, 21.0, 20.0, 15.0]",26
187,2,6,"[15.0, 20.0, 21.0, 36.0, 8.0]",36
188,6,5,"[21.0, 17.0, 28.0, 13.0, 21.0]",28
189,2,6,"[12.0, 14.0, 22.0, 26.0, 26.0]",26
190,6,5,"[22.0, 17.0, 23.0, 15.0, 23.0]",23
191,2,2,"[27.0, 23.0, 24.0, 10.0, 16.0]",27
192,7,2,"[27.0, 23.0, 17.0, 14.0, 19.0]",27
193,4,2,"[24.0, 17.0, 21.0, 21.0, 17.0]",24
194,2,4,"[22.0, 23.0, 20.0, 13.0, 22.0]",23
195,7,2,"[36.0, 11.0, 19.0, 12.0, 22.0]",36
196,6,5,"[18.0, 24.0, 25.0, 15.0, 18.0]",25
197,7,5,"[14.0, 19.0, 32.0, 21.0, 14.0]",32
198,7,2,"[25.0, 23.0, 17.0, 19.0, 16.0]",25
199,4,5,"[15.0, 19.0, 28.0, 19.0, 19.0]",28
200,5,7,"[20.0, 23.0, 16.0, 16.0, 25.0]",25
201,2,6,"[16.0, 19.0, 21.0, 24.0, 20.0]",24
202,4,2,"[31.0, 22.0, 20.0, 14.0, 13.0]",31
203,6,6,"[17.0, 19.0, 22.0, 24.0, 18.0]",24
204,2,7,"[15.0, 21.0, 22.0, 13.0, 29.0]",29
205,5,2,"[27.0, 20.0, 26.0, 15.0, 12.0]",27
206,7,5,"[17.0, 14.0, 25.0, 19.0, 25.0]",25
207,7,7,"[24.0, 14.0, 23.0, 12.0, 27.0]",27
208,2,2,"[26.0, 22.0, 20.0, 14.0, 18.0]",26
209,5,2,"[30.0, 15.0, 15.0, 20.0, 20.0]",30
210,4,2,"[25.0, 16.0, 25.0, 10.0, 24.0]",25
211,5,7,"[23.0, 21.0, 17.0, 11.0, 28.0]",28
212,7,7,"[17.0, 20.0, 15.0, 23.0, 25.0]",25
213,5,6,"[23.0, 15.0, 20.0, 24.0, 18.0]",24
214,2,2,"[30.0, 18.0, 20.0, 9.0, 23.0]",30
215,2,4,"[22.0, 25.0, 20.0, 17.0, 16.0]",25
216,2,2,"[29.0, 14.0, 18.0, 18.0, 21.0]",29
217,7,7,"[23.0, 18.0, 19.0, 15.0, 25.0]",25
218,4,7,"[17.0, 21.0, 22.0, 16.0, 24.0]",24
219,5,2,"[25.0, 20.0, 20.0, 19.0, 16.0]",25
220,4,7,"[11.0, 21.0, 25.0, 16.0, 27.0]",27
221,6,2,"[30.0, 16.0, 18.0, 22.0, 14.0]",30
222,5,5,"[17.0, 16.0, 24.0, 21.0, 22.0]",24
223,6,2,"[27.0, 18.0, 17.0, 16.0, 22.0]",27
224,4,2,"[26.0, 11.0, 25.0, 21.0, 17.0]",26
225,4,2,"[25.0, 19.0, 23.0, 20.0, 13.0]",25
226,4,7,"[19.0, 17.0, 22.0, 17.0, 25.0]",25
227,7,2,"[25.0, 19.0, 23.0, 12.0, 21.0]",25
228,7,7,"[17.0, 23.0, 21.0, 10.0, 29.0]",29
229,5,7,"[19.0, 19.0, 21.0, 13.0, 28.0]",28
230,7,7,"[24.0, 19.0, 15.0, 16.0, 26.0]",26
231,6,4,"[21.0, 23.0, 17.0, 17.0, 22.0]",23
232,5,5,"[16.0, 20.0, 28.0, 16.0, 20.0]",28
233,4,5,"[19.0, 15.0, 26.0, 15.0, 25.0]",26
234,6,5,"[24.0, 12.0, 31.0, 13.0, 20.0]",31
235,5,7,"[23.0, 22.0, 11.0, 20.0, 24.0]",24
236,5,7,"[15.0, 25.0, 17.0, 15.0, 28.0]",28
237,5,2,"[27.0, 15.0, 22.0, 17.0, 19.0]",27
238,2,5,"[23.0, 23.0, 24.0, 7.0, 23.0]",24
239,2,5,"[20.0, 16.0, 34.0, 13.0, 17.0]",34
240,4,5,"[19.0, 20.0, 24.0, 15.0, 22.0]",24
241,6,7,"[19.0, 23.0, 15.0, 16.0, 27.0]",27
242,5,2,"[25.0, 17.0, 22.0, 20.0, 16.0]",25
243,4,6,"[17.0, 20.0, 21.0, 23.0, 19.0]",23
244,4,2,"[33.0, 14.0, 18.0, 13.0, 22.0]",33
245,7,7,"[19.0, 17.0, 24.0, 12.0, 28.0]",28
246,4,5,"[20.0, 17.0, 27.0, 19.0, 17.0]",27
247,5,5,"[15.0, 20.0, 36.0, 15.0, 14.0]",36
248,6,7,"[19.0, 20.0, 17.0, 19.0, 25.0]",25
249,6,2,"[22.0, 17.0, 22.0, 20.0, 19.0]",22
250,5,5,"[21.0, 19.0, 28.0, 17.0, 15.0]",28
251,5,2,"[24.0, 15.0, 21.0, 16.0, 24.0]",24
252,5,5,"[16.0, 19.0, 31.0, 15.0, 19.0]",31
253,7,6,"[20.0, 22.0, 21.0, 23.0, 14.0]",23
254,7,7,"[22.0, 16.0, 15.0, 19.0, 28.0]",28
255,5,6,"[15.0, 10.0, 24.0, 30.0, 21.0]",30
256,4,6,"[18.0, 18.0, 21.0, 23.0, 20.0]",23
257,6,5,"[18.0, 21.0, 32.0, 15.0, 14.0]",32
258,5,5,"[16.0, 8.0, 38.0, 20.0, 18.0]",38
259,6,2,"[25.0, 20.0, 19.0, 14.0, 22.0]",25
260,6,4,"[19.0, 22.0, 22.0, 17.0, 20.0]",22
261,6,5,"[15.0, 12.0, 29.0, 22.0, 22.0]",29
262,2,2,"[25.0, 18.0, 20.0, 16.0, 21.0]",25
263,7,5,"[26.0, 19.0, 30.0, 13.0, 12.0]",30
264,6,2,"[32.0, 20.0, 17.0, 12.0, 19.0]",32
265,7,5,"[20.0, 20.0, 35.0, 7.0, 18.0]",35
266,5,5,"[20.0, 17.0, 31.0, 17.0, 15.0]",31
267,6,7,"[21.0, 14.0, 21.0, 17.0, 27.0]",27
268,2,2,"[26.0, 16.0, 18.0, 18.0, 22.0]",26
269,5,5,"[14.0, 11.0, 37.0, 18.0, 20.0]",37
270,5,5,"[20.0, 21.0, 25.0, 17.0, 17.0]",25
271,5,2,"[30.0, 19.0, 24.0, 11.0, 16.0]",30
272,5,2,"[34.0, 13.0, 24.0, 12.0, 17.0]",34
273,4,5,"[21.0, 16.0, 26.0, 15.0, 22.0]",26
274,6,2,"[22.0, 14.0, 20.0, 22.0, 22.0]",22
275,4,7,"[10.0, 25.0, 23.0, 7.0, 35.0]",35
276,2,4,"[20.0, 22.0, 20.0, 22.0, 16.0]",22
277,7,2,"[27.0, 21.0, 20.0, 7.0, 25.0]",27
278,6,5,"[19.0, 16.0, 23.0, 20.0, 22.0]",23
279,2,5,"[22.0, 11.0, 30.0, 17.0, 20.0]",30
280,2,2,"[26.0, 18.0, 21.0, 17.0, 18.0]",26
281,7,7,"[20.0, 17.0, 18.0, 16.0, 29.0]",29
282,2,7,"[21.0, 19.0, 23.0, 11.0, 26.0]",26
283,6,6,"[17.0, 21.0, 19.0, 23.0, 20.0]",23
284,7,2,"[27.0, 16.0, 22.0, 9.0, 26.0]",27
285,6,2,"[25.0, 16.0, 24.0, 16.0, 19.0]",25
286,6,4,"[23.0, 25.0, 20.0, 17.0, 15.0]",25
287,7,2,"[29.0, 16.0, 21.0, 8.0, 26.0]",29
288,5,2,"[25.0, 14.0, 19.0, 22.0, 20.0]",25
289,4,5,"[21.0, 16.0, 23.0, 20.0, 20.0]",23
290,4,4,"[21.0, 22.0, 17.0, 18.0, 22.0]",22
291,4,4,"[18.0, 23.0, 15.0, 22.0, 22.0]",23
292,6,2,"[25.0, 19.0, 14.0, 19.0, 23.0]",25
293,2,2,"[24.0, 21.0, 22.0, 10.0, 23.0]",24
294,6,5,"[20.0, 11.0, 30.0, 19.0, 20.0]",30
295,4,7,"[21.0, 18.0, 16.0, 13.0, 32.0]",32
296,7,2,"[27.0, 10.0, 26.0, 14.0, 23.0]",27
297,5,7,"[16.0, 21.0, 22.0, 18.0, 23.0]",23
298,5,5,"[25.0, 20.0, 26.0, 9.0, 20.0]",26
299,2,5,"[22.0, 14.0, 30.0, 16.0, 18.0]",30
300,6,5,"[27.0, 13.0, 28.0, 25.0, 7.0]",28
301,4,2,"[27.0, 20.0, 22.0, 15.0, 16.0]",27
302,6,2,"[24.0, 16.0, 22.0, 23.0, 15.0]",24
303,5,4,"[24.0, 25.0, 23.0, 13.0, 15.0]",25
304,6,7,"[17.0, 23.0, 20.0, 14.0, 26.0]",26
305,6,5,"[21.0, 12.0, 28.0, 21.0, 18.0]",28
306,2,5,"[21.0, 16.0, 31.0, 17.0, 15.0]",31
307,7,5,"[18.0, 22.0, 24.0, 15.0, 21.0]",24
308,7,5,"[19.0, 20.0, 23.0, 18.0, 20.0]",23
309,2,2,"[23.0, 18.0, 23.0, 19.0, 17.0]",23
310,7,5,"[23.0, 19.0, 29.0, 4.0, 25.0]",29
311,4,2,"[25.0, 14.0, 19.0, 17.0, 25.0]",25
312,4,7,"[17.0, 16.0, 20.0, 17.0, 30.0]",30
313,2,4,"[18.0, 31.0, 15.0, 21.0, 15.0]",31
314,5,5,"[21.0, 20.0, 23.0, 15.0, 21.0]",23
315,6,7,"[16.0, 14.0, 21.0, 19.0, 30.0]",30
316,7,7,"[21.0, 18.0, 23.0, 13.0, 25.0]",25
317,6,5,"[19.0, 17.0, 24.0, 18.0, 22.0]",24
318,5,7,"[19.0, 13.0, 25.0, 14.0, 29.0]",29
319,5,5,"[20.0, 21.0, 27.0, 17.0, 15.0]",27
320,7,7,"[20.0, 22.0, 24.0, 9.0, 25.0]",25
321,4,5,"[22.0, 18.0, 29.0, 9.0, 22.0]",29
322,4,2,"[33.0, 22.0, 18.0, 12.0, 15.0]",33
323,5,5,"[15.0, 20.0, 32.0, 17.0, 16.0]",32
324,5,2,"[31.0, 19.0, 16.0, 15.0, 19.0]",31
325,6,5,"[20.0, 11.0, 27.0, 22.0, 20.0]",27
326,2,5,"[26.0, 18.0, 31.0, 15.0, 10.0]",31
327,4,4,"[18.0, 24.0, 17.0, 24.0, 17.0]",24
328,4,7,"[24.0, 18.0, 17.0, 16.0, 25.0]",25
329,7,5,"[17.0, 13.0, 34.0, 6.0, 30.0]",34
330,6,5,"[19.0, 16.0, 28.0, 23.0, 14.0]",28
331,6,5,"[19.0, 18.0, 27.0, 21.0, 15.0]",27
332,6,4,"[21.0, 23.0, 20.0, 16.0, 20.0]",23
333,2,2,"[23.0, 19.0, 22.0, 19.0, 17.0]",23
334,5,5,"[22.0, 15.0, 29.0, 15.0, 19.0]",29
335,6,5,"[19.0, 8.0, 31.0, 23.0, 19.0]",31
336,4,2,"[24.0, 16.0, 19.0, 17.0, 24.0]",24
337,6,5,"[24.0, 13.0, 27.0, 19.0, 17.0]",27
338,6,5,"[17.0, 16.0, 25.0, 20.0, 22.0]",25
339,2,5,"[27.0, 17.0, 32.0, 9.0, 15.0]",32
340,2,5,"[24.0, 16.0, 30.0, 11.0, 19.0]",30
341,7,2,"[23.0, 16.0, 23.0, 18.0, 20.0]",23
342,2,2,"[24.0, 18.0, 23.0, 15.0, 20.0]",24
343,7,7,"[21.0, 19.0, 23.0, 11.0, 26.0]",26
344,5,2,"[25.0, 18.0, 18.0, 23.0, 16.0]",25
345,7,7,"[24.0, 19.0, 19.0, 13.0, 25.0]",25
346,2,7,"[23.0, 15.0, 22.0, 13.0, 27.0]",27
347,4,5,"[23.0, 8.0, 33.0, 11.0, 25.0]",33
348,7,2,"[26.0, 21.0, 24.0, 13.0, 16.0]",26
349,4,5,"[16.0, 15.0, 31.0, 16.0, 22.0]",31
350,2,2,"[29.0, 12.0, 28.0, 8.0, 23.0]",29
351,6,2,"[25.0, 22.0, 21.0, 14.0, 18.0]",25
352,7,5,"[20.0, 19.0, 26.0, 11.0, 24.0]",26
353,4,5,"[24.0, 15.0, 30.0, 13.0, 18.0]",30
354,4,7,"[17.0, 23.0, 15.0, 16.0, 29.0]",29
355,4,5,"[21.0, 16.0, 26.0, 16.0, 21.0]",26
356,2,7,"[22.0, 14.0, 18.0, 21.0, 25.0]",25
357,6,7,"[20.0, 19.0, 15.0, 20.0, 26.0]",26
358,5,7,"[21.0, 14.0, 22.0, 17.0, 26.0]",26
359,4,7,"[16.0, 24.0, 22.0, 13.0, 25.0]",25
360,2,2,"[26.0, 20.0, 20.0, 13.0, 21.0]",26
361,7,5,"[24.0, 14.0, 28.0, 14.0, 20.0]",28
362,4,5,"[14.0, 20.0, 37.0, 11.0, 18.0]",37
363,4,2,"[28.0, 27.0, 20.0, 7.0, 18.0]",28
364,2,5,"[16.0, 18.0, 25.0, 22.0, 19.0]",25
365,7,7,"[20.0, 20.0, 20.0, 11.0, 29.0]",29
366,7,7,"[12.0, 16.0, 21.0, 18.0, 33.0]",33
367,7,7,"[18.0, 19.0, 23.0, 13.0, 27.0]",27
368,6,5,"[24.0, 14.0, 25.0, 21.0, 16.0]",25
369,6,7,"[12.0, 20.0, 21.0, 20.0, 27.0]",27
370,2,7,"[18.0, 22.0, 19.0, 14.0, 27.0]",27
371,5,7,"[14.0, 19.0, 19.0, 14.0, 34.0]",34
372,2,4,"[22.0, 29.0, 22.0, 17.0, 10.0]",29
373,2,6,"[20.0, 16.0, 22.0, 25.0, 17.0]",25
374,2,7,"[18.0, 23.0, 19.0, 13.0, 27.0]",27
375,6,5,"[18.0, 17.0, 25.0, 25.0, 15.0]",25
376,2,7,"[20.0, 17.0, 22.0, 12.0, 29.0]",29
377,6,2,"[29.0, 16.0, 22.0, 11.0, 22.0]",29
378,6,2,"[25.0, 14.0, 21.0, 19.0, 21.0]",25
379,2,2,"[29.0, 20.0, 21.0, 14.0, 16.0]",29
380,7,5,"[22.0, 13.0, 26.0, 14.0, 25.0]",26
381,5,5,"[21.0, 14.0, 31.0, 13.0, 21.0]",31
382,4,4,"[22.0, 26.0, 14.0, 21.0, 17.0]",26
383,6,2,"[23.0, 14.0, 23.0, 23.0, 17.0]",23
384,6,5,"[16.0, 17.0, 32.0, 19.0, 16.0]",32
385,4,5,"[15.0, 24.0, 26.0, 14.0, 21.0]",26
386,2,2,"[23.0, 16.0, 22.0, 18.0, 21.0]",23
387,2,4,"[22.0, 23.0, 16.0, 19.0, 20.0]",23
388,6,4,"[20.0, 23.0, 23.0, 16.0, 18.0]",23
389,5,5,"[22.0, 15.0, 25.0, 14.0, 24.0]",25
390,7,4,"[20.0, 25.0, 24.0, 10.0, 21.0]",25
391,6,5,"[22.0, 14.0, 23.0, 19.0, 22.0]",23
392,7,5,"[23.0, 14.0, 26.0, 20.0, 17.0]",26
393,6,2,"[26.0, 17.0, 23.0, 9.0, 25.0]",26
394,4,2,"[21.0, 17.0, 21.0, 20.0, 21.0]",21
395,7,2,"[30.0, 18.0, 16.0, 13.0, 23.0]",30
396,7,5,"[22.0, 23.0, 24.0, 12.0, 19.0]",24
397,4,7,"[26.0, 10.0, 23.0, 13.0, 28.0]",28
