,true_label,predicted_label,predict_vote,max_count
47,6,2,"[24.0, 17.0, 17.0, 19.0, 23.0]",24
48,6,7,"[23.0, 20.0, 17.0, 12.0, 28.0]",28
49,7,2,"[27.0, 14.0, 22.0, 19.0, 18.0]",27
50,4,2,"[28.0, 18.0, 21.0, 17.0, 16.0]",28
51,5,4,"[17.0, 24.0, 19.0, 19.0, 21.0]",24
52,6,5,"[18.0, 6.0, 33.0, 29.0, 14.0]",33
53,6,6,"[20.0, 18.0, 20.0, 22.0, 20.0]",22
54,7,5,"[6.0, 18.0, 43.0, 18.0, 15.0]",43
55,4,2,"[29.0, 21.0, 24.0, 17.0, 9.0]",29
56,6,4,"[21.0, 30.0, 22.0, 16.0, 11.0]",30
57,2,2,"[34.0, 18.0, 17.0, 15.0, 16.0]",34
58,4,2,"[26.0, 26.0, 14.0, 17.0, 17.0]",26
59,2,2,"[25.0, 19.0, 15.0, 20.0, 21.0]",25
60,7,5,"[17.0, 17.0, 30.0, 16.0, 20.0]",30
61,2,2,"[32.0, 17.0, 12.0, 12.0, 27.0]",32
62,5,4,"[20.0, 26.0, 22.0, 7.0, 25.0]",26
63,2,2,"[26.0, 22.0, 15.0, 20.0, 17.0]",26
64,4,2,"[29.0, 19.0, 28.0, 6.0, 18.0]",29
65,2,4,"[19.0, 23.0, 23.0, 15.0, 20.0]",23
66,7,2,"[33.0, 18.0, 20.0, 13.0, 16.0]",33
67,2,5,"[12.0, 14.0, 30.0, 29.0, 15.0]",30
68,6,2,"[26.0, 20.0, 21.0, 22.0, 11.0]",26
69,5,4,"[19.0, 25.0, 21.0, 15.0, 20.0]",25
70,6,5,"[18.0, 19.0, 29.0, 19.0, 15.0]",29
71,7,2,"[30.0, 24.0, 25.0, 7.0, 14.0]",30
72,6,6,"[21.0, 20.0, 11.0, 34.0, 14.0]",34
73,2,5,"[21.0, 11.0, 33.0, 19.0, 16.0]",33
74,5,6,"[23.0, 16.0, 20.0, 28.0, 13.0]",28
75,2,5,"[21.0, 9.0, 31.0, 26.0, 13.0]",31
76,6,6,"[17.0, 21.0, 17.0, 27.0, 18.0]",27
77,5,5,"[13.0, 17.0, 32.0, 23.0, 15.0]",32
78,2,2,"[38.0, 18.0, 22.0, 12.0, 10.0]",38
79,5,7,"[20.0, 19.0, 21.0, 17.0, 23.0]",23
80,4,6,"[20.0, 21.0, 21.0, 22.0, 16.0]",22
81,2,2,"[40.0, 14.0, 26.0, 9.0, 11.0]",40
82,6,6,"[19.0, 22.0, 14.0, 25.0, 20.0]",25
83,6,2,"[28.0, 18.0, 23.0, 14.0, 17.0]",28
84,4,7,"[21.0, 16.0, 12.0, 23.0, 28.0]",28
85,4,2,"[25.0, 20.0, 17.0, 17.0, 21.0]",25
86,5,7,"[22.0, 15.0, 14.0, 19.0, 30.0]",30
87,7,4,"[22.0, 23.0, 16.0, 20.0, 19.0]",23
88,5,2,"[23.0, 19.0, 20.0, 23.0, 15.0]",23
89,5,7,"[28.0, 14.0, 14.0, 14.0, 30.0]",30
90,2,2,"[22.0, 21.0, 17.0, 22.0, 18.0]",22
91,2,7,"[22.0, 19.0, 23.0, 12.0, 24.0]",24
92,6,6,"[20.0, 17.0, 18.0, 25.0, 20.0]",25
93,4,2,"[31.0, 17.0, 16.0, 18.0, 18.0]",31
94,5,2,"[27.0, 25.0, 19.0, 14.0, 15.0]",27
95,7,4,"[21.0, 23.0, 22.0, 17.0, 17.0]",23
96,2,7,"[21.0, 19.0, 16.0, 14.0, 30.0]",30
97,7,5,"[13.0, 18.0, 32.0, 7.0, 30.0]",32
98,5,2,"[25.0, 14.0, 25.0, 19.0, 17.0]",25
99,7,7,"[21.0, 20.0, 20.0, 10.0, 29.0]",29
100,5,2,"[25.0, 18.0, 24.0, 15.0, 18.0]",25
101,7,5,"[20.0, 20.0, 22.0, 19.0, 19.0]",22
102,7,2,"[26.0, 24.0, 20.0, 12.0, 18.0]",26
103,4,2,"[28.0, 24.0, 18.0, 16.0, 14.0]",28
104,5,5,"[24.0, 20.0, 29.0, 12.0, 15.0]",29
105,7,4,"[22.0, 24.0, 19.0, 22.0, 13.0]",24
106,2,7,"[23.0, 17.0, 18.0, 14.0, 28.0]",28
107,7,5,"[20.0, 20.0, 23.0, 15.0, 22.0]",23
108,6,4,"[23.0, 24.0, 22.0, 12.0, 19.0]",24
109,4,2,"[23.0, 18.0, 22.0, 23.0, 14.0]",23
110,6,2,"[25.0, 21.0, 14.0, 17.0, 23.0]",25
111,4,2,"[32.0, 24.0, 17.0, 16.0, 11.0]",32
112,7,7,"[19.0, 22.0, 20.0, 15.0, 24.0]",24
113,6,2,"[24.0, 23.0, 13.0, 16.0, 24.0]",24
114,5,5,"[11.0, 12.0, 31.0, 21.0, 25.0]",31
115,5,5,"[14.0, 23.0, 27.0, 17.0, 19.0]",27
116,4,2,"[22.0, 22.0, 21.0, 16.0, 19.0]",22
117,5,2,"[24.0, 23.0, 21.0, 15.0, 17.0]",24
118,5,2,"[34.0, 16.0, 20.0, 8.0, 22.0]",34
119,2,2,"[26.0, 22.0, 17.0, 18.0, 17.0]",26
120,2,2,"[26.0, 12.0, 22.0, 24.0, 16.0]",26
121,5,2,"[26.0, 24.0, 16.0, 9.0, 25.0]",26
122,4,4,"[24.0, 29.0, 10.0, 19.0, 18.0]",29
123,5,5,"[25.0, 11.0, 36.0, 12.0, 16.0]",36
124,7,2,"[23.0, 22.0, 16.0, 22.0, 17.0]",23
125,2,5,"[24.0, 16.0, 29.0, 9.0, 22.0]",29
126,4,7,"[19.0, 18.0, 16.0, 20.0, 27.0]",27
127,7,2,"[28.0, 14.0, 15.0, 20.0, 23.0]",28
128,2,2,"[24.0, 21.0, 18.0, 22.0, 15.0]",24
129,6,6,"[21.0, 22.0, 18.0, 25.0, 14.0]",25
130,5,2,"[23.0, 23.0, 20.0, 17.0, 17.0]",23
131,4,2,"[24.0, 20.0, 21.0, 11.0, 24.0]",24
132,6,2,"[27.0, 21.0, 22.0, 14.0, 16.0]",27
133,7,2,"[31.0, 12.0, 17.0, 11.0, 29.0]",31
134,2,5,"[20.0, 17.0, 25.0, 17.0, 21.0]",25
135,6,6,"[18.0, 17.0, 23.0, 24.0, 18.0]",24
136,4,2,"[24.0, 20.0, 19.0, 22.0, 15.0]",24
137,6,5,"[21.0, 17.0, 24.0, 22.0, 16.0]",24
138,6,2,"[28.0, 12.0, 16.0, 24.0, 20.0]",28
139,6,4,"[21.0, 28.0, 13.0, 16.0, 22.0]",28
140,6,2,"[29.0, 16.0, 20.0, 21.0, 14.0]",29
141,2,4,"[20.0, 23.0, 22.0, 16.0, 19.0]",23
142,6,7,"[20.0, 16.0, 19.0, 20.0, 25.0]",25
143,2,2,"[28.0, 27.0, 19.0, 12.0, 14.0]",28
144,6,2,"[30.0, 12.0, 15.0, 14.0, 29.0]",30
145,6,5,"[15.0, 16.0, 30.0, 20.0, 19.0]",30
146,4,7,"[24.0, 18.0, 19.0, 11.0, 28.0]",28
147,7,5,"[20.0, 19.0, 26.0, 17.0, 18.0]",26
148,7,7,"[23.0, 25.0, 14.0, 12.0, 26.0]",26
149,5,5,"[23.0, 14.0, 26.0, 22.0, 15.0]",26
150,5,5,"[22.0, 20.0, 24.0, 18.0, 16.0]",24
151,5,5,"[17.0, 15.0, 29.0, 24.0, 15.0]",29
152,2,6,"[14.0, 18.0, 20.0, 36.0, 12.0]",36
153,4,6,"[15.0, 18.0, 24.0, 25.0, 18.0]",25
154,7,7,"[20.0, 22.0, 23.0, 11.0, 24.0]",24
155,5,2,"[26.0, 21.0, 18.0, 15.0, 20.0]",26
156,4,7,"[24.0, 15.0, 17.0, 18.0, 26.0]",26
157,6,6,"[21.0, 21.0, 15.0, 22.0, 21.0]",22
158,6,5,"[12.0, 18.0, 27.0, 20.0, 23.0]",27
159,6,2,"[26.0, 21.0, 17.0, 24.0, 12.0]",26
160,7,6,"[16.0, 21.0, 16.0, 31.0, 16.0]",31
161,2,2,"[23.0, 20.0, 22.0, 19.0, 16.0]",23
162,6,2,"[27.0, 16.0, 21.0, 22.0, 14.0]",27
163,2,4,"[22.0, 24.0, 19.0, 21.0, 14.0]",24
164,5,4,"[13.0, 25.0, 24.0, 16.0, 22.0]",25
165,5,5,"[22.0, 14.0, 32.0, 18.0, 14.0]",32
166,4,4,"[13.0, 27.0, 25.0, 12.0, 23.0]",27
167,6,7,"[20.0, 18.0, 20.0, 18.0, 24.0]",24
168,2,2,"[35.0, 27.0, 14.0, 9.0, 15.0]",35
169,2,4,"[27.0, 28.0, 16.0, 12.0, 17.0]",28
170,7,2,"[38.0, 16.0, 21.0, 12.0, 13.0]",38
171,2,7,"[22.0, 21.0, 20.0, 10.0, 27.0]",27
172,5,5,"[22.0, 17.0, 29.0, 16.0, 16.0]",29
173,4,7,"[22.0, 15.0, 23.0, 3.0, 37.0]",37
174,4,2,"[27.0, 24.0, 19.0, 11.0, 19.0]",27
175,7,7,"[23.0, 20.0, 17.0, 8.0, 32.0]",32
176,4,4,"[24.0, 26.0, 24.0, 8.0, 18.0]",26
177,2,2,"[26.0, 24.0, 20.0, 14.0, 16.0]",26
178,7,4,"[19.0, 28.0, 20.0, 9.0, 24.0]",28
179,7,6,"[23.0, 20.0, 17.0, 26.0, 14.0]",26
180,6,6,"[19.0, 19.0, 22.0, 26.0, 14.0]",26
181,6,2,"[27.0, 21.0, 15.0, 22.0, 15.0]",27
182,2,5,"[22.0, 20.0, 26.0, 19.0, 13.0]",26
183,7,2,"[26.0, 17.0, 13.0, 19.0, 25.0]",26
184,2,5,"[18.0, 23.0, 32.0, 13.0, 14.0]",32
185,2,2,"[28.0, 24.0, 16.0, 11.0, 21.0]",28
186,5,2,"[31.0, 18.0, 16.0, 16.0, 19.0]",31
187,2,6,"[28.0, 13.0, 19.0, 29.0, 11.0]",29
188,6,2,"[22.0, 18.0, 22.0, 20.0, 18.0]",22
189,2,7,"[10.0, 18.0, 20.0, 18.0, 34.0]",34
190,6,5,"[17.0, 18.0, 31.0, 15.0, 19.0]",31
191,2,2,"[24.0, 15.0, 23.0, 15.0, 23.0]",24
192,7,2,"[29.0, 18.0, 17.0, 22.0, 14.0]",29
193,4,6,"[20.0, 21.0, 16.0, 23.0, 20.0]",23
194,2,2,"[32.0, 24.0, 12.0, 8.0, 24.0]",32
195,7,2,"[25.0, 16.0, 16.0, 21.0, 22.0]",25
196,6,7,"[18.0, 22.0, 15.0, 20.0, 25.0]",25
197,7,7,"[24.0, 13.0, 22.0, 16.0, 25.0]",25
198,7,5,"[23.0, 20.0, 26.0, 19.0, 12.0]",26
199,4,2,"[25.0, 14.0, 19.0, 23.0, 19.0]",25
200,5,7,"[18.0, 24.0, 18.0, 12.0, 28.0]",28
201,2,4,"[22.0, 24.0, 14.0, 18.0, 22.0]",24
202,4,4,"[13.0, 26.0, 24.0, 19.0, 18.0]",26
203,6,2,"[28.0, 10.0, 20.0, 21.0, 21.0]",28
204,2,4,"[20.0, 25.0, 21.0, 12.0, 22.0]",25
205,5,4,"[20.0, 27.0, 22.0, 15.0, 16.0]",27
206,7,2,"[24.0, 13.0, 24.0, 24.0, 15.0]",24
207,7,7,"[23.0, 26.0, 9.0, 15.0, 27.0]",27
208,2,5,"[21.0, 18.0, 26.0, 18.0, 17.0]",26
209,5,6,"[20.0, 15.0, 23.0, 24.0, 18.0]",24
210,4,4,"[20.0, 26.0, 18.0, 19.0, 17.0]",26
211,5,5,"[11.0, 20.0, 36.0, 21.0, 12.0]",36
212,7,5,"[18.0, 22.0, 25.0, 17.0, 18.0]",25
213,5,2,"[24.0, 19.0, 20.0, 21.0, 16.0]",24
214,2,4,"[19.0, 28.0, 19.0, 21.0, 13.0]",28
215,2,2,"[28.0, 18.0, 13.0, 13.0, 28.0]",28
216,2,4,"[18.0, 29.0, 20.0, 25.0, 8.0]",29
217,7,5,"[18.0, 21.0, 25.0, 18.0, 18.0]",25
218,4,4,"[19.0, 25.0, 24.0, 17.0, 15.0]",25
219,5,2,"[24.0, 15.0, 21.0, 16.0, 24.0]",24
220,4,4,"[15.0, 26.0, 20.0, 15.0, 24.0]",26
221,6,2,"[28.0, 14.0, 12.0, 26.0, 20.0]",28
222,5,5,"[22.0, 18.0, 26.0, 15.0, 19.0]",26
223,6,2,"[27.0, 16.0, 24.0, 14.0, 19.0]",27
224,4,5,"[14.0, 21.0, 28.0, 15.0, 22.0]",28
225,4,4,"[24.0, 26.0, 11.0, 26.0, 13.0]",26
226,4,7,"[14.0, 25.0, 24.0, 10.0, 27.0]",27
227,7,5,"[16.0, 16.0, 32.0, 13.0, 23.0]",32
228,7,4,"[23.0, 26.0, 14.0, 14.0, 23.0]",26
229,5,7,"[17.0, 19.0, 22.0, 13.0, 29.0]",29
230,7,7,"[15.0, 21.0, 14.0, 20.0, 30.0]",30
231,6,5,"[21.0, 20.0, 22.0, 19.0, 18.0]",22
232,5,7,"[24.0, 16.0, 22.0, 11.0, 27.0]",27
233,4,6,"[22.0, 15.0, 22.0, 25.0, 16.0]",25
234,6,5,"[19.0, 14.0, 26.0, 24.0, 17.0]",26
235,5,7,"[24.0, 18.0, 17.0, 14.0, 27.0]",27
236,5,2,"[32.0, 21.0, 20.0, 17.0, 10.0]",32
237,5,5,"[16.0, 19.0, 27.0, 17.0, 21.0]",27
238,2,2,"[31.0, 13.0, 20.0, 12.0, 24.0]",31
239,2,2,"[28.0, 21.0, 23.0, 9.0, 19.0]",28
240,4,2,"[28.0, 26.0, 20.0, 12.0, 14.0]",28
241,6,6,"[16.0, 19.0, 21.0, 26.0, 18.0]",26
242,5,5,"[17.0, 13.0, 31.0, 18.0, 21.0]",31
243,4,2,"[23.0, 16.0, 17.0, 23.0, 21.0]",23
244,4,2,"[33.0, 24.0, 14.0, 11.0, 18.0]",33
245,7,2,"[24.0, 20.0, 16.0, 16.0, 24.0]",24
246,4,4,"[23.0, 27.0, 15.0, 18.0, 17.0]",27
247,5,5,"[21.0, 22.0, 24.0, 17.0, 16.0]",24
248,6,4,"[21.0, 24.0, 13.0, 22.0, 20.0]",24
249,6,5,"[23.0, 16.0, 25.0, 21.0, 15.0]",25
250,5,5,"[20.0, 17.0, 26.0, 21.0, 16.0]",26
251,5,2,"[25.0, 20.0, 25.0, 17.0, 13.0]",25
252,5,5,"[22.0, 12.0, 32.0, 17.0, 17.0]",32
253,7,7,"[19.0, 21.0, 12.0, 10.0, 38.0]",38
254,7,6,"[20.0, 15.0, 21.0, 22.0, 22.0]",22
255,5,5,"[15.0, 13.0, 35.0, 19.0, 18.0]",35
256,4,2,"[28.0, 18.0, 23.0, 15.0, 16.0]",28
257,6,5,"[24.0, 17.0, 30.0, 18.0, 11.0]",30
258,5,5,"[25.0, 21.0, 32.0, 11.0, 11.0]",32
259,6,2,"[21.0, 21.0, 21.0, 18.0, 19.0]",21
260,6,4,"[15.0, 25.0, 23.0, 19.0, 18.0]",25
261,6,2,"[25.0, 25.0, 22.0, 20.0, 8.0]",25
262,2,4,"[20.0, 23.0, 16.0, 19.0, 22.0]",23
263,7,4,"[17.0, 24.0, 23.0, 16.0, 20.0]",24
264,6,2,"[26.0, 19.0, 16.0, 21.0, 18.0]",26
265,7,2,"[27.0, 24.0, 11.0, 19.0, 19.0]",27
266,5,5,"[12.0, 14.0, 39.0, 20.0, 15.0]",39
267,6,2,"[28.0, 16.0, 20.0, 14.0, 22.0]",28
268,2,2,"[26.0, 17.0, 18.0, 22.0, 17.0]",26
269,5,5,"[19.0, 13.0, 43.0, 14.0, 11.0]",43
270,5,7,"[27.0, 15.0, 13.0, 13.0, 32.0]",32
271,5,2,"[28.0, 19.0, 19.0, 15.0, 19.0]",28
272,5,7,"[21.0, 22.0, 18.0, 13.0, 26.0]",26
273,4,2,"[28.0, 22.0, 17.0, 16.0, 17.0]",28
274,6,2,"[24.0, 22.0, 22.0, 14.0, 18.0]",24
275,4,7,"[18.0, 21.0, 23.0, 11.0, 27.0]",27
276,2,2,"[30.0, 19.0, 15.0, 15.0, 21.0]",30
277,7,4,"[22.0, 23.0, 17.0, 17.0, 21.0]",23
278,6,4,"[20.0, 23.0, 22.0, 14.0, 21.0]",23
279,2,5,"[25.0, 18.0, 26.0, 22.0, 9.0]",26
280,2,5,"[20.0, 19.0, 28.0, 18.0, 15.0]",28
281,7,2,"[31.0, 12.0, 22.0, 17.0, 18.0]",31
282,2,2,"[25.0, 23.0, 17.0, 14.0, 21.0]",25
283,6,2,"[30.0, 19.0, 16.0, 17.0, 18.0]",30
284,7,7,"[20.0, 20.0, 20.0, 8.0, 32.0]",32
285,6,2,"[27.0, 17.0, 18.0, 15.0, 23.0]",27
286,6,6,"[20.0, 19.0, 21.0, 26.0, 14.0]",26
287,7,2,"[29.0, 26.0, 22.0, 8.0, 15.0]",29
288,5,4,"[24.0, 26.0, 22.0, 17.0, 11.0]",26
289,4,5,"[19.0, 19.0, 27.0, 19.0, 16.0]",27
290,4,2,"[26.0, 13.0, 26.0, 24.0, 11.0]",26
291,4,5,"[20.0, 23.0, 24.0, 14.0, 19.0]",24
292,6,2,"[25.0, 19.0, 20.0, 17.0, 19.0]",25
293,2,2,"[32.0, 18.0, 23.0, 12.0, 15.0]",32
294,6,6,"[18.0, 14.0, 22.0, 24.0, 22.0]",24
295,4,2,"[34.0, 19.0, 15.0, 17.0, 15.0]",34
296,7,6,"[23.0, 17.0, 17.0, 24.0, 19.0]",24
297,5,5,"[18.0, 24.0, 25.0, 16.0, 17.0]",25
298,5,5,"[26.0, 19.0, 30.0, 16.0, 9.0]",30
299,2,2,"[29.0, 19.0, 25.0, 10.0, 17.0]",29
300,6,5,"[25.0, 7.0, 32.0, 23.0, 13.0]",32
301,4,7,"[21.0, 16.0, 11.0, 24.0, 28.0]",28
302,6,4,"[19.0, 23.0, 21.0, 19.0, 18.0]",23
303,5,4,"[16.0, 24.0, 19.0, 19.0, 22.0]",24
304,6,7,"[19.0, 20.0, 16.0, 15.0, 30.0]",30
305,6,6,"[18.0, 21.0, 24.0, 25.0, 12.0]",25
306,2,7,"[19.0, 15.0, 27.0, 7.0, 32.0]",32
307,7,4,"[20.0, 26.0, 18.0, 11.0, 25.0]",26
308,7,6,"[22.0, 15.0, 19.0, 25.0, 19.0]",25
309,2,2,"[39.0, 19.0, 14.0, 7.0, 21.0]",39
310,7,7,"[26.0, 15.0, 18.0, 7.0, 34.0]",34
311,4,4,"[17.0, 28.0, 16.0, 16.0, 23.0]",28
312,4,5,"[24.0, 18.0, 27.0, 13.0, 18.0]",27
313,2,5,"[18.0, 22.0, 24.0, 21.0, 15.0]",24
314,5,5,"[21.0, 15.0, 30.0, 12.0, 22.0]",30
315,6,5,"[21.0, 21.0, 25.0, 12.0, 21.0]",25
316,7,2,"[25.0, 17.0, 12.0, 24.0, 22.0]",25
317,6,4,"[21.0, 24.0, 22.0, 14.0, 19.0]",24
318,5,2,"[22.0, 22.0, 20.0, 18.0, 18.0]",22
319,5,2,"[27.0, 20.0, 19.0, 23.0, 11.0]",27
320,7,5,"[18.0, 23.0, 32.0, 15.0, 12.0]",32
321,4,2,"[32.0, 17.0, 11.0, 20.0, 20.0]",32
322,4,2,"[26.0, 19.0, 21.0, 12.0, 22.0]",26
323,5,5,"[24.0, 15.0, 25.0, 16.0, 20.0]",25
324,5,2,"[26.0, 17.0, 14.0, 20.0, 23.0]",26
325,6,5,"[15.0, 21.0, 26.0, 24.0, 14.0]",26
326,2,2,"[36.0, 22.0, 18.0, 12.0, 12.0]",36
327,4,4,"[19.0, 27.0, 21.0, 18.0, 15.0]",27
328,4,7,"[23.0, 18.0, 15.0, 19.0, 25.0]",25
329,7,7,"[10.0, 18.0, 27.0, 5.0, 40.0]",40
330,6,6,"[22.0, 21.0, 19.0, 30.0, 8.0]",30
331,6,4,"[13.0, 27.0, 15.0, 21.0, 24.0]",27
332,6,4,"[21.0, 26.0, 13.0, 14.0, 26.0]",26
333,2,2,"[26.0, 16.0, 25.0, 22.0, 11.0]",26
334,5,2,"[29.0, 18.0, 19.0, 19.0, 15.0]",29
335,6,7,"[21.0, 19.0, 18.0, 20.0, 22.0]",22
336,4,7,"[22.0, 24.0, 18.0, 10.0, 26.0]",26
337,6,4,"[21.0, 24.0, 18.0, 19.0, 18.0]",24
338,6,6,"[23.0, 12.0, 22.0, 24.0, 19.0]",24
339,2,5,"[23.0, 19.0, 25.0, 11.0, 22.0]",25
340,2,2,"[33.0, 16.0, 24.0, 10.0, 17.0]",33
341,7,4,"[22.0, 23.0, 17.0, 17.0, 21.0]",23
342,2,4,"[21.0, 24.0, 17.0, 20.0, 18.0]",24
343,7,2,"[24.0, 20.0, 24.0, 13.0, 19.0]",24
344,5,7,"[18.0, 19.0, 20.0, 15.0, 28.0]",28
345,7,5,"[22.0, 18.0, 23.0, 22.0, 15.0]",23
346,2,7,"[21.0, 19.0, 16.0, 20.0, 24.0]",24
347,4,5,"[16.0, 17.0, 33.0, 14.0, 20.0]",33
348,7,2,"[25.0, 17.0, 25.0, 12.0, 21.0]",25
349,4,4,"[20.0, 23.0, 21.0, 19.0, 17.0]",23
350,2,2,"[33.0, 19.0, 13.0, 19.0, 16.0]",33
351,6,2,"[27.0, 23.0, 21.0, 11.0, 18.0]",27
352,7,5,"[22.0, 14.0, 24.0, 21.0, 19.0]",24
353,4,2,"[32.0, 14.0, 25.0, 16.0, 13.0]",32
354,4,7,"[19.0, 24.0, 16.0, 14.0, 27.0]",27
355,4,2,"[25.0, 14.0, 25.0, 17.0, 19.0]",25
356,2,6,"[23.0, 15.0, 15.0, 33.0, 14.0]",33
357,6,6,"[21.0, 18.0, 21.0, 24.0, 16.0]",24
358,5,7,"[19.0, 22.0, 20.0, 9.0, 30.0]",30
359,4,5,"[21.0, 18.0, 25.0, 18.0, 18.0]",25
360,2,7,"[22.0, 22.0, 18.0, 8.0, 30.0]",30
361,7,7,"[20.0, 15.0, 21.0, 14.0, 30.0]",30
362,4,4,"[23.0, 25.0, 20.0, 22.0, 10.0]",25
363,4,2,"[29.0, 16.0, 24.0, 16.0, 15.0]",29
364,2,5,"[26.0, 21.0, 27.0, 8.0, 18.0]",27
365,7,2,"[25.0, 18.0, 21.0, 18.0, 18.0]",25
366,7,7,"[18.0, 16.0, 25.0, 12.0, 29.0]",29
367,7,2,"[32.0, 17.0, 16.0, 13.0, 22.0]",32
368,6,7,"[22.0, 15.0, 18.0, 20.0, 25.0]",25
369,6,2,"[24.0, 23.0, 12.0, 20.0, 21.0]",24
370,2,2,"[33.0, 16.0, 13.0, 16.0, 22.0]",33
371,5,5,"[21.0, 19.0, 24.0, 14.0, 22.0]",24
372,2,6,"[21.0, 23.0, 11.0, 27.0, 18.0]",27
373,2,2,"[26.0, 23.0, 22.0, 10.0, 19.0]",26
374,2,5,"[19.0, 14.0, 30.0, 17.0, 20.0]",30
375,6,6,"[23.0, 14.0, 23.0, 24.0, 16.0]",24
376,2,2,"[29.0, 14.0, 16.0, 23.0, 18.0]",29
377,6,2,"[32.0, 24.0, 10.0, 13.0, 21.0]",32
378,6,2,"[26.0, 21.0, 18.0, 18.0, 17.0]",26
379,2,2,"[28.0, 26.0, 14.0, 11.0, 21.0]",28
380,7,2,"[29.0, 16.0, 19.0, 13.0, 23.0]",29
381,5,5,"[23.0, 15.0, 29.0, 8.0, 25.0]",29
382,4,2,"[27.0, 21.0, 18.0, 25.0, 9.0]",27
383,6,7,"[15.0, 19.0, 19.0, 23.0, 24.0]",24
384,6,5,"[20.0, 21.0, 23.0, 19.0, 17.0]",23
385,4,2,"[30.0, 16.0, 19.0, 20.0, 15.0]",30
386,2,7,"[18.0, 25.0, 21.0, 7.0, 29.0]",29
387,2,5,"[20.0, 14.0, 34.0, 12.0, 20.0]",34
388,6,6,"[16.0, 16.0, 22.0, 28.0, 18.0]",28
389,5,2,"[23.0, 19.0, 21.0, 17.0, 20.0]",23
390,7,4,"[22.0, 23.0, 20.0, 13.0, 22.0]",23
391,6,4,"[17.0, 28.0, 15.0, 22.0, 18.0]",28
392,7,5,"[20.0, 12.0, 25.0, 22.0, 21.0]",25
393,6,4,"[21.0, 26.0, 13.0, 25.0, 15.0]",26
394,4,2,"[29.0, 16.0, 14.0, 18.0, 23.0]",29
395,7,2,"[26.0, 21.0, 17.0, 11.0, 25.0]",26
396,7,4,"[21.0, 25.0, 16.0, 19.0, 19.0]",25
397,4,2,"[25.0, 19.0, 20.0, 11.0, 25.0]",25
