,true_label,predicted_label,predict_vote,max_count
77,5,4,"[20.0, 26.0, 21.0, 22.0, 11.0]",26
78,2,6,"[24.0, 20.0, 21.0, 25.0, 10.0]",25
79,5,4,"[21.0, 25.0, 15.0, 25.0, 14.0]",25
80,4,4,"[27.0, 35.0, 11.0, 15.0, 12.0]",35
81,2,2,"[27.0, 24.0, 17.0, 13.0, 19.0]",27
82,6,6,"[22.0, 15.0, 21.0, 27.0, 15.0]",27
83,6,6,"[23.0, 18.0, 20.0, 26.0, 13.0]",26
84,4,4,"[23.0, 33.0, 10.0, 19.0, 15.0]",33
85,4,6,"[22.0, 19.0, 16.0, 28.0, 15.0]",28
86,5,6,"[24.0, 10.0, 16.0, 31.0, 19.0]",31
87,7,4,"[18.0, 30.0, 13.0, 20.0, 19.0]",30
88,5,2,"[25.0, 19.0, 21.0, 18.0, 17.0]",25
89,5,7,"[21.0, 18.0, 17.0, 17.0, 27.0]",27
90,2,4,"[19.0, 30.0, 16.0, 23.0, 12.0]",30
91,2,6,"[24.0, 24.0, 12.0, 25.0, 15.0]",25
92,6,6,"[22.0, 14.0, 16.0, 32.0, 16.0]",32
93,4,4,"[17.0, 24.0, 18.0, 18.0, 23.0]",24
94,5,6,"[19.0, 22.0, 17.0, 28.0, 14.0]",28
95,7,2,"[27.0, 17.0, 16.0, 13.0, 27.0]",27
96,2,4,"[20.0, 25.0, 16.0, 23.0, 16.0]",25
97,7,5,"[10.0, 12.0, 38.0, 6.0, 34.0]",38
98,5,5,"[19.0, 22.0, 25.0, 16.0, 18.0]",25
99,7,2,"[26.0, 22.0, 25.0, 8.0, 19.0]",26
100,5,6,"[18.0, 20.0, 18.0, 28.0, 16.0]",28
101,7,6,"[20.0, 22.0, 14.0, 32.0, 12.0]",32
102,7,2,"[27.0, 17.0, 20.0, 21.0, 15.0]",27
103,4,2,"[25.0, 20.0, 14.0, 25.0, 16.0]",25
104,5,5,"[21.0, 16.0, 26.0, 16.0, 21.0]",26
105,7,2,"[26.0, 23.0, 16.0, 24.0, 11.0]",26
106,2,4,"[23.0, 34.0, 9.0, 18.0, 16.0]",34
107,7,7,"[16.0, 25.0, 19.0, 14.0, 26.0]",26
108,6,6,"[23.0, 23.0, 23.0, 25.0, 6.0]",25
109,4,6,"[31.0, 13.0, 13.0, 33.0, 10.0]",33
110,6,6,"[26.0, 20.0, 12.0, 30.0, 12.0]",30
111,4,6,"[17.0, 23.0, 13.0, 33.0, 14.0]",33
112,7,4,"[24.0, 29.0, 12.0, 23.0, 12.0]",29
113,6,7,"[16.0, 23.0, 24.0, 10.0, 27.0]",27
114,5,4,"[10.0, 28.0, 19.0, 16.0, 27.0]",28
115,5,7,"[22.0, 9.0, 28.0, 11.0, 30.0]",30
116,4,4,"[20.0, 24.0, 24.0, 20.0, 12.0]",24
117,5,6,"[26.0, 14.0, 16.0, 36.0, 8.0]",36
118,5,2,"[27.0, 21.0, 12.0, 21.0, 19.0]",27
119,2,6,"[21.0, 26.0, 18.0, 28.0, 7.0]",28
120,2,6,"[23.0, 18.0, 16.0, 34.0, 9.0]",34
121,5,2,"[22.0, 22.0, 21.0, 14.0, 21.0]",22
122,4,4,"[21.0, 38.0, 8.0, 20.0, 13.0]",38
123,5,5,"[11.0, 15.0, 29.0, 17.0, 28.0]",29
124,7,6,"[14.0, 15.0, 13.0, 34.0, 24.0]",34
125,2,7,"[14.0, 21.0, 19.0, 18.0, 28.0]",28
126,4,4,"[10.0, 30.0, 17.0, 17.0, 26.0]",30
127,7,6,"[16.0, 23.0, 16.0, 29.0, 16.0]",29
128,2,2,"[25.0, 24.0, 22.0, 16.0, 13.0]",25
129,6,6,"[19.0, 15.0, 25.0, 30.0, 11.0]",30
130,5,7,"[18.0, 26.0, 20.0, 9.0, 27.0]",27
131,4,4,"[25.0, 32.0, 16.0, 7.0, 20.0]",32
132,6,2,"[26.0, 23.0, 11.0, 17.0, 23.0]",26
133,7,5,"[21.0, 21.0, 26.0, 10.0, 22.0]",26
134,2,6,"[21.0, 20.0, 16.0, 22.0, 21.0]",22
135,6,2,"[30.0, 17.0, 13.0, 27.0, 13.0]",30
136,4,4,"[15.0, 29.0, 15.0, 28.0, 13.0]",29
137,6,6,"[25.0, 17.0, 11.0, 34.0, 13.0]",34
138,6,6,"[17.0, 22.0, 14.0, 28.0, 19.0]",28
139,6,4,"[18.0, 22.0, 18.0, 20.0, 22.0]",22
140,6,6,"[15.0, 22.0, 15.0, 30.0, 18.0]",30
141,2,6,"[19.0, 18.0, 22.0, 24.0, 17.0]",24
142,6,6,"[14.0, 15.0, 21.0, 33.0, 17.0]",33
143,2,2,"[33.0, 21.0, 14.0, 20.0, 12.0]",33
144,6,4,"[16.0, 33.0, 16.0, 17.0, 18.0]",33
145,6,6,"[18.0, 21.0, 21.0, 25.0, 15.0]",25
146,4,2,"[26.0, 18.0, 18.0, 14.0, 24.0]",26
147,7,6,"[25.0, 18.0, 17.0, 29.0, 11.0]",29
148,7,4,"[16.0, 24.0, 18.0, 21.0, 21.0]",24
149,5,4,"[18.0, 31.0, 21.0, 9.0, 21.0]",31
150,5,6,"[20.0, 21.0, 13.0, 25.0, 21.0]",25
151,5,5,"[17.0, 19.0, 31.0, 25.0, 8.0]",31
152,2,6,"[21.0, 24.0, 14.0, 33.0, 8.0]",33
153,4,6,"[16.0, 22.0, 22.0, 32.0, 8.0]",32
154,7,4,"[25.0, 26.0, 17.0, 24.0, 8.0]",26
155,5,4,"[20.0, 30.0, 14.0, 21.0, 15.0]",30
156,4,6,"[22.0, 18.0, 16.0, 30.0, 14.0]",30
157,6,6,"[21.0, 18.0, 17.0, 27.0, 17.0]",27
158,6,4,"[20.0, 26.0, 15.0, 25.0, 14.0]",26
159,6,6,"[14.0, 27.0, 20.0, 30.0, 9.0]",30
160,7,7,"[22.0, 21.0, 11.0, 21.0, 25.0]",25
161,2,4,"[18.0, 31.0, 11.0, 30.0, 10.0]",31
162,6,6,"[23.0, 23.0, 16.0, 24.0, 14.0]",24
163,2,6,"[21.0, 23.0, 14.0, 32.0, 10.0]",32
164,5,4,"[23.0, 25.0, 13.0, 24.0, 15.0]",25
165,5,5,"[22.0, 25.0, 29.0, 15.0, 9.0]",29
166,4,4,"[20.0, 29.0, 20.0, 15.0, 16.0]",29
167,6,4,"[20.0, 27.0, 15.0, 21.0, 17.0]",27
168,2,2,"[43.0, 13.0, 20.0, 17.0, 7.0]",43
169,2,2,"[30.0, 25.0, 14.0, 20.0, 11.0]",30
170,7,2,"[27.0, 23.0, 17.0, 20.0, 13.0]",27
171,2,4,"[14.0, 28.0, 18.0, 24.0, 16.0]",28
172,5,5,"[20.0, 20.0, 24.0, 24.0, 12.0]",24
173,4,4,"[18.0, 25.0, 21.0, 21.0, 15.0]",25
174,4,6,"[20.0, 20.0, 12.0, 31.0, 17.0]",31
175,7,2,"[26.0, 16.0, 24.0, 19.0, 15.0]",26
176,4,6,"[23.0, 22.0, 6.0, 34.0, 15.0]",34
177,2,6,"[20.0, 18.0, 23.0, 24.0, 15.0]",24
178,7,2,"[26.0, 22.0, 19.0, 16.0, 17.0]",26
179,7,6,"[22.0, 18.0, 15.0, 26.0, 19.0]",26
180,6,6,"[19.0, 15.0, 17.0, 33.0, 16.0]",33
181,6,6,"[23.0, 21.0, 10.0, 32.0, 14.0]",32
182,2,6,"[23.0, 22.0, 15.0, 31.0, 9.0]",31
183,7,4,"[19.0, 26.0, 17.0, 21.0, 17.0]",26
184,2,4,"[21.0, 25.0, 23.0, 21.0, 10.0]",25
185,2,2,"[24.0, 17.0, 23.0, 16.0, 20.0]",24
186,5,2,"[27.0, 19.0, 16.0, 18.0, 20.0]",27
187,2,6,"[14.0, 18.0, 16.0, 38.0, 14.0]",38
188,6,6,"[23.0, 18.0, 10.0, 38.0, 11.0]",38
189,2,6,"[13.0, 23.0, 21.0, 30.0, 13.0]",30
190,6,2,"[24.0, 21.0, 21.0, 20.0, 14.0]",24
191,2,2,"[31.0, 20.0, 20.0, 15.0, 14.0]",31
192,7,6,"[16.0, 20.0, 13.0, 31.0, 20.0]",31
193,4,6,"[18.0, 24.0, 15.0, 26.0, 17.0]",26
194,2,4,"[25.0, 27.0, 10.0, 21.0, 17.0]",27
195,7,6,"[27.0, 23.0, 10.0, 31.0, 9.0]",31
196,6,2,"[28.0, 19.0, 15.0, 21.0, 17.0]",28
197,7,6,"[13.0, 22.0, 18.0, 34.0, 13.0]",34
198,7,6,"[18.0, 18.0, 17.0, 33.0, 14.0]",33
199,4,2,"[29.0, 22.0, 11.0, 21.0, 17.0]",29
200,5,4,"[17.0, 26.0, 22.0, 17.0, 18.0]",26
201,2,4,"[21.0, 33.0, 10.0, 22.0, 14.0]",33
202,4,6,"[13.0, 21.0, 24.0, 28.0, 14.0]",28
203,6,6,"[20.0, 22.0, 17.0, 23.0, 18.0]",23
204,2,4,"[20.0, 29.0, 14.0, 22.0, 15.0]",29
205,5,2,"[26.0, 26.0, 23.0, 22.0, 3.0]",26
206,7,5,"[21.0, 15.0, 25.0, 25.0, 14.0]",25
207,7,4,"[18.0, 30.0, 13.0, 16.0, 23.0]",30
208,2,6,"[15.0, 23.0, 15.0, 36.0, 11.0]",36
209,5,2,"[23.0, 18.0, 23.0, 19.0, 17.0]",23
210,4,4,"[16.0, 26.0, 18.0, 15.0, 25.0]",26
211,5,2,"[27.0, 16.0, 22.0, 25.0, 10.0]",27
212,7,2,"[30.0, 18.0, 9.0, 23.0, 20.0]",30
213,5,6,"[25.0, 22.0, 11.0, 31.0, 11.0]",31
214,2,4,"[25.0, 30.0, 11.0, 19.0, 15.0]",30
215,2,2,"[36.0, 24.0, 13.0, 20.0, 7.0]",36
216,2,6,"[12.0, 17.0, 24.0, 33.0, 14.0]",33
217,7,6,"[18.0, 20.0, 17.0, 32.0, 13.0]",32
218,4,6,"[17.0, 20.0, 19.0, 26.0, 18.0]",26
219,5,4,"[19.0, 23.0, 21.0, 21.0, 16.0]",23
220,4,6,"[18.0, 18.0, 18.0, 28.0, 18.0]",28
221,6,6,"[16.0, 20.0, 19.0, 35.0, 10.0]",35
222,5,4,"[22.0, 26.0, 21.0, 16.0, 15.0]",26
223,6,6,"[15.0, 23.0, 13.0, 29.0, 20.0]",29
224,4,4,"[16.0, 29.0, 16.0, 27.0, 12.0]",29
225,4,6,"[20.0, 21.0, 10.0, 33.0, 16.0]",33
226,4,6,"[21.0, 14.0, 16.0, 26.0, 23.0]",26
227,7,5,"[17.0, 13.0, 34.0, 17.0, 19.0]",34
228,7,7,"[20.0, 22.0, 15.0, 14.0, 29.0]",29
229,5,5,"[20.0, 16.0, 31.0, 7.0, 26.0]",31
230,7,6,"[17.0, 21.0, 18.0, 22.0, 22.0]",22
231,6,2,"[35.0, 19.0, 13.0, 20.0, 13.0]",35
232,5,7,"[20.0, 18.0, 17.0, 12.0, 33.0]",33
233,4,7,"[20.0, 19.0, 12.0, 23.0, 26.0]",26
234,6,4,"[23.0, 27.0, 20.0, 24.0, 6.0]",27
235,5,6,"[17.0, 19.0, 22.0, 25.0, 17.0]",25
236,5,6,"[23.0, 22.0, 10.0, 25.0, 20.0]",25
237,5,6,"[25.0, 19.0, 12.0, 31.0, 13.0]",31
238,2,7,"[22.0, 23.0, 14.0, 10.0, 31.0]",31
239,2,7,"[19.0, 20.0, 20.0, 19.0, 22.0]",22
240,4,4,"[21.0, 27.0, 16.0, 23.0, 13.0]",27
241,6,2,"[28.0, 22.0, 17.0, 18.0, 15.0]",28
242,5,6,"[28.0, 19.0, 12.0, 32.0, 9.0]",32
243,4,4,"[21.0, 27.0, 16.0, 26.0, 10.0]",27
244,4,2,"[30.0, 27.0, 18.0, 12.0, 13.0]",30
245,7,5,"[21.0, 21.0, 26.0, 17.0, 15.0]",26
246,4,4,"[22.0, 27.0, 13.0, 26.0, 12.0]",27
247,5,2,"[24.0, 19.0, 22.0, 22.0, 13.0]",24
248,6,6,"[25.0, 19.0, 12.0, 30.0, 14.0]",30
249,6,4,"[19.0, 27.0, 17.0, 25.0, 12.0]",27
250,5,5,"[11.0, 19.0, 33.0, 19.0, 18.0]",33
251,5,5,"[21.0, 17.0, 25.0, 18.0, 19.0]",25
252,5,6,"[17.0, 19.0, 22.0, 25.0, 17.0]",25
253,7,4,"[17.0, 30.0, 20.0, 14.0, 19.0]",30
254,7,4,"[18.0, 23.0, 20.0, 19.0, 20.0]",23
255,5,2,"[26.0, 21.0, 18.0, 23.0, 12.0]",26
256,4,6,"[20.0, 20.0, 12.0, 33.0, 15.0]",33
257,6,6,"[20.0, 20.0, 15.0, 38.0, 7.0]",38
258,5,4,"[23.0, 26.0, 18.0, 23.0, 10.0]",26
259,6,4,"[23.0, 26.0, 16.0, 18.0, 17.0]",26
260,6,6,"[13.0, 21.0, 21.0, 29.0, 16.0]",29
261,6,6,"[19.0, 22.0, 16.0, 27.0, 16.0]",27
262,2,6,"[22.0, 16.0, 12.0, 32.0, 18.0]",32
263,7,5,"[16.0, 17.0, 25.0, 23.0, 19.0]",25
264,6,6,"[16.0, 27.0, 15.0, 28.0, 14.0]",28
265,7,6,"[16.0, 21.0, 17.0, 30.0, 16.0]",30
266,5,6,"[22.0, 18.0, 26.0, 27.0, 7.0]",27
267,6,4,"[19.0, 26.0, 18.0, 17.0, 20.0]",26
268,2,6,"[18.0, 19.0, 19.0, 28.0, 16.0]",28
269,5,5,"[16.0, 17.0, 35.0, 26.0, 6.0]",35
270,5,7,"[24.0, 15.0, 23.0, 10.0, 28.0]",28
271,5,2,"[27.0, 14.0, 25.0, 14.0, 20.0]",27
272,5,6,"[20.0, 21.0, 15.0, 27.0, 17.0]",27
273,4,2,"[25.0, 23.0, 12.0, 21.0, 19.0]",25
274,6,6,"[20.0, 21.0, 16.0, 27.0, 16.0]",27
275,4,4,"[8.0, 29.0, 21.0, 22.0, 20.0]",29
276,2,2,"[24.0, 21.0, 20.0, 20.0, 15.0]",24
277,7,4,"[19.0, 29.0, 16.0, 15.0, 21.0]",29
278,6,4,"[19.0, 29.0, 16.0, 23.0, 13.0]",29
279,2,6,"[19.0, 25.0, 12.0, 32.0, 12.0]",32
280,2,4,"[17.0, 25.0, 16.0, 23.0, 19.0]",25
281,7,6,"[24.0, 21.0, 10.0, 26.0, 19.0]",26
282,2,7,"[18.0, 25.0, 17.0, 7.0, 33.0]",33
283,6,4,"[20.0, 35.0, 14.0, 16.0, 15.0]",35
284,7,7,"[17.0, 21.0, 18.0, 10.0, 34.0]",34
285,6,5,"[23.0, 12.0, 32.0, 16.0, 17.0]",32
286,6,6,"[15.0, 24.0, 18.0, 30.0, 13.0]",30
287,7,2,"[34.0, 19.0, 13.0, 8.0, 26.0]",34
288,5,6,"[19.0, 18.0, 22.0, 29.0, 12.0]",29
289,4,6,"[29.0, 21.0, 13.0, 30.0, 7.0]",30
290,4,6,"[23.0, 23.0, 18.0, 25.0, 11.0]",25
291,4,6,"[23.0, 22.0, 14.0, 25.0, 16.0]",25
292,6,2,"[26.0, 20.0, 11.0, 25.0, 18.0]",26
293,2,4,"[22.0, 28.0, 11.0, 19.0, 20.0]",28
294,6,2,"[26.0, 21.0, 17.0, 24.0, 12.0]",26
295,4,4,"[19.0, 22.0, 21.0, 19.0, 19.0]",22
296,7,6,"[28.0, 26.0, 10.0, 29.0, 7.0]",29
297,5,6,"[17.0, 26.0, 17.0, 28.0, 12.0]",28
298,5,5,"[18.0, 25.0, 28.0, 16.0, 13.0]",28
299,2,6,"[13.0, 23.0, 11.0, 35.0, 18.0]",35
300,6,6,"[23.0, 15.0, 17.0, 31.0, 14.0]",31
301,4,4,"[21.0, 28.0, 14.0, 25.0, 12.0]",28
302,6,6,"[18.0, 16.0, 17.0, 39.0, 10.0]",39
303,5,4,"[17.0, 31.0, 19.0, 16.0, 17.0]",31
304,6,4,"[20.0, 31.0, 15.0, 19.0, 15.0]",31
305,6,6,"[15.0, 20.0, 12.0, 42.0, 11.0]",42
306,2,2,"[33.0, 22.0, 15.0, 19.0, 11.0]",33
307,7,4,"[24.0, 30.0, 19.0, 16.0, 11.0]",30
308,7,2,"[28.0, 15.0, 16.0, 18.0, 23.0]",28
309,2,2,"[25.0, 23.0, 20.0, 19.0, 13.0]",25
310,7,7,"[16.0, 25.0, 18.0, 11.0, 30.0]",30
311,4,2,"[30.0, 16.0, 24.0, 10.0, 20.0]",30
312,4,4,"[13.0, 32.0, 15.0, 22.0, 18.0]",32
313,2,4,"[21.0, 23.0, 17.0, 20.0, 19.0]",23
314,5,5,"[17.0, 20.0, 31.0, 7.0, 25.0]",31
315,6,2,"[28.0, 20.0, 17.0, 23.0, 12.0]",28
316,7,4,"[23.0, 27.0, 15.0, 17.0, 18.0]",27
317,6,6,"[21.0, 19.0, 14.0, 36.0, 10.0]",36
318,5,6,"[21.0, 17.0, 17.0, 35.0, 10.0]",35
319,5,6,"[25.0, 13.0, 21.0, 33.0, 8.0]",33
320,7,4,"[19.0, 28.0, 16.0, 17.0, 20.0]",28
321,4,4,"[22.0, 35.0, 13.0, 22.0, 8.0]",35
322,4,2,"[26.0, 18.0, 17.0, 16.0, 23.0]",26
323,5,6,"[17.0, 16.0, 20.0, 31.0, 16.0]",31
324,5,4,"[25.0, 26.0, 9.0, 20.0, 20.0]",26
325,6,6,"[26.0, 23.0, 12.0, 29.0, 10.0]",29
326,2,4,"[22.0, 25.0, 19.0, 13.0, 21.0]",25
327,4,6,"[22.0, 20.0, 15.0, 26.0, 17.0]",26
328,4,4,"[17.0, 28.0, 17.0, 28.0, 10.0]",28
329,7,7,"[23.0, 15.0, 17.0, 5.0, 40.0]",40
330,6,5,"[18.0, 20.0, 21.0, 21.0, 20.0]",21
331,6,2,"[27.0, 16.0, 22.0, 26.0, 9.0]",27
332,6,4,"[19.0, 26.0, 19.0, 16.0, 20.0]",26
333,2,6,"[19.0, 20.0, 17.0, 32.0, 12.0]",32
334,5,2,"[26.0, 16.0, 20.0, 16.0, 22.0]",26
335,6,6,"[12.0, 14.0, 26.0, 33.0, 15.0]",33
336,4,7,"[21.0, 17.0, 24.0, 7.0, 31.0]",31
337,6,4,"[18.0, 22.0, 21.0, 21.0, 18.0]",22
338,6,6,"[21.0, 23.0, 21.0, 27.0, 8.0]",27
339,2,2,"[26.0, 25.0, 21.0, 10.0, 18.0]",26
340,2,2,"[40.0, 17.0, 17.0, 13.0, 13.0]",40
341,7,2,"[29.0, 20.0, 12.0, 25.0, 14.0]",29
342,2,5,"[13.0, 22.0, 26.0, 25.0, 14.0]",26
343,7,4,"[19.0, 29.0, 17.0, 17.0, 18.0]",29
344,5,4,"[19.0, 28.0, 14.0, 25.0, 14.0]",28
345,7,6,"[22.0, 22.0, 19.0, 25.0, 12.0]",25
346,2,4,"[19.0, 28.0, 11.0, 24.0, 18.0]",28
347,4,4,"[15.0, 33.0, 17.0, 22.0, 13.0]",33
348,7,4,"[23.0, 27.0, 11.0, 18.0, 21.0]",27
349,4,4,"[18.0, 25.0, 20.0, 19.0, 18.0]",25
350,2,4,"[20.0, 28.0, 19.0, 23.0, 10.0]",28
351,6,2,"[27.0, 17.0, 18.0, 14.0, 24.0]",27
352,7,2,"[23.0, 17.0, 21.0, 17.0, 22.0]",23
353,4,2,"[26.0, 18.0, 19.0, 25.0, 12.0]",26
354,4,7,"[18.0, 28.0, 13.0, 9.0, 32.0]",32
355,4,6,"[18.0, 17.0, 18.0, 31.0, 16.0]",31
356,2,6,"[23.0, 20.0, 14.0, 30.0, 13.0]",30
357,6,2,"[31.0, 14.0, 19.0, 25.0, 11.0]",31
358,5,4,"[19.0, 26.0, 25.0, 11.0, 19.0]",26
359,4,4,"[14.0, 25.0, 25.0, 20.0, 16.0]",25
360,2,2,"[29.0, 23.0, 14.0, 13.0, 21.0]",29
361,7,2,"[26.0, 18.0, 26.0, 13.0, 17.0]",26
362,4,4,"[24.0, 33.0, 12.0, 27.0, 4.0]",33
363,4,2,"[35.0, 21.0, 22.0, 9.0, 13.0]",35
364,2,7,"[18.0, 13.0, 22.0, 22.0, 25.0]",25
365,7,5,"[17.0, 21.0, 27.0, 22.0, 13.0]",27
366,7,7,"[12.0, 18.0, 24.0, 14.0, 32.0]",32
367,7,2,"[29.0, 17.0, 13.0, 17.0, 24.0]",29
368,6,6,"[18.0, 21.0, 17.0, 23.0, 21.0]",23
369,6,2,"[25.0, 19.0, 17.0, 21.0, 18.0]",25
370,2,2,"[29.0, 22.0, 17.0, 11.0, 21.0]",29
371,5,5,"[15.0, 22.0, 27.0, 12.0, 24.0]",27
372,2,6,"[19.0, 16.0, 15.0, 34.0, 16.0]",34
373,2,5,"[21.0, 20.0, 27.0, 10.0, 22.0]",27
374,2,4,"[21.0, 29.0, 14.0, 24.0, 12.0]",29
375,6,6,"[22.0, 19.0, 18.0, 28.0, 13.0]",28
376,2,4,"[19.0, 34.0, 11.0, 29.0, 7.0]",34
377,6,2,"[30.0, 20.0, 14.0, 16.0, 20.0]",30
378,6,4,"[19.0, 27.0, 21.0, 13.0, 20.0]",27
379,2,2,"[31.0, 22.0, 12.0, 15.0, 20.0]",31
380,7,2,"[28.0, 18.0, 17.0, 20.0, 17.0]",28
381,5,2,"[28.0, 20.0, 20.0, 10.0, 22.0]",28
382,4,2,"[27.0, 23.0, 16.0, 21.0, 13.0]",27
383,6,6,"[27.0, 8.0, 25.0, 33.0, 7.0]",33
384,6,6,"[18.0, 24.0, 15.0, 33.0, 10.0]",33
385,4,2,"[26.0, 20.0, 13.0, 24.0, 17.0]",26
386,2,7,"[17.0, 16.0, 28.0, 10.0, 29.0]",29
387,2,2,"[28.0, 14.0, 17.0, 19.0, 22.0]",28
388,6,6,"[22.0, 26.0, 12.0, 27.0, 13.0]",27
389,5,4,"[22.0, 25.0, 16.0, 20.0, 17.0]",25
390,7,2,"[26.0, 19.0, 21.0, 17.0, 17.0]",26
391,6,6,"[18.0, 21.0, 20.0, 27.0, 14.0]",27
392,7,6,"[16.0, 18.0, 21.0, 30.0, 15.0]",30
393,6,2,"[28.0, 25.0, 8.0, 28.0, 11.0]",28
394,4,6,"[27.0, 19.0, 18.0, 28.0, 8.0]",28
395,7,7,"[26.0, 13.0, 14.0, 15.0, 32.0]",32
396,7,2,"[26.0, 25.0, 18.0, 15.0, 16.0]",26
397,4,6,"[22.0, 20.0, 16.0, 25.0, 17.0]",25
