,true_label,predicted_label,predict_vote,max_count
63,2,4,"[20.0, 26.0, 15.0, 15.0, 24.0]",26
64,4,2,"[30.0, 21.0, 25.0, 11.0, 13.0]",30
65,2,5,"[25.0, 16.0, 26.0, 13.0, 20.0]",26
66,7,2,"[24.0, 16.0, 22.0, 22.0, 16.0]",24
67,2,2,"[24.0, 23.0, 17.0, 22.0, 14.0]",24
68,6,5,"[19.0, 20.0, 24.0, 19.0, 18.0]",24
69,5,5,"[19.0, 14.0, 30.0, 16.0, 21.0]",30
70,6,6,"[24.0, 13.0, 17.0, 28.0, 18.0]",28
71,7,2,"[27.0, 19.0, 17.0, 15.0, 22.0]",27
72,6,5,"[24.0, 15.0, 26.0, 22.0, 13.0]",26
73,2,5,"[14.0, 15.0, 47.0, 12.0, 12.0]",47
74,5,5,"[16.0, 15.0, 32.0, 19.0, 18.0]",32
75,2,2,"[26.0, 7.0, 26.0, 21.0, 20.0]",26
76,6,2,"[25.0, 17.0, 20.0, 17.0, 21.0]",25
77,5,5,"[22.0, 17.0, 28.0, 20.0, 13.0]",28
78,2,2,"[35.0, 10.0, 21.0, 16.0, 18.0]",35
79,5,7,"[23.0, 15.0, 11.0, 25.0, 26.0]",26
80,4,4,"[24.0, 26.0, 13.0, 17.0, 20.0]",26
81,2,7,"[19.0, 20.0, 17.0, 20.0, 24.0]",24
82,6,6,"[18.0, 16.0, 19.0, 29.0, 18.0]",29
83,6,5,"[21.0, 22.0, 27.0, 12.0, 18.0]",27
84,4,2,"[30.0, 14.0, 18.0, 12.0, 26.0]",30
85,4,2,"[23.0, 18.0, 23.0, 16.0, 20.0]",23
86,5,5,"[14.0, 21.0, 22.0, 22.0, 21.0]",22
87,7,2,"[28.0, 18.0, 20.0, 11.0, 23.0]",28
88,5,5,"[18.0, 22.0, 23.0, 18.0, 19.0]",23
89,5,5,"[19.0, 20.0, 23.0, 15.0, 23.0]",23
90,2,2,"[23.0, 22.0, 22.0, 11.0, 22.0]",23
91,2,4,"[17.0, 23.0, 18.0, 22.0, 20.0]",23
92,6,5,"[19.0, 21.0, 24.0, 15.0, 21.0]",24
93,4,2,"[28.0, 10.0, 17.0, 22.0, 23.0]",28
94,5,5,"[23.0, 21.0, 28.0, 14.0, 14.0]",28
95,7,7,"[18.0, 20.0, 18.0, 14.0, 30.0]",30
96,2,5,"[17.0, 18.0, 26.0, 20.0, 19.0]",26
97,7,5,"[13.0, 18.0, 40.0, 4.0, 25.0]",40
98,5,7,"[23.0, 11.0, 17.0, 15.0, 34.0]",34
99,7,7,"[28.0, 16.0, 20.0, 4.0, 32.0]",32
100,5,5,"[21.0, 15.0, 35.0, 14.0, 15.0]",35
101,7,2,"[27.0, 18.0, 27.0, 11.0, 17.0]",27
102,7,2,"[29.0, 12.0, 20.0, 20.0, 19.0]",29
103,4,2,"[29.0, 17.0, 19.0, 16.0, 19.0]",29
104,5,2,"[30.0, 14.0, 23.0, 18.0, 15.0]",30
105,7,4,"[19.0, 25.0, 20.0, 14.0, 22.0]",25
106,2,2,"[24.0, 20.0, 19.0, 14.0, 23.0]",24
107,7,7,"[17.0, 15.0, 23.0, 10.0, 35.0]",35
108,6,5,"[23.0, 23.0, 26.0, 19.0, 9.0]",26
109,4,6,"[15.0, 19.0, 23.0, 24.0, 19.0]",24
110,6,2,"[30.0, 19.0, 21.0, 17.0, 13.0]",30
111,4,4,"[28.0, 31.0, 20.0, 13.0, 8.0]",31
112,7,2,"[24.0, 18.0, 22.0, 14.0, 22.0]",24
113,6,7,"[25.0, 24.0, 17.0, 7.0, 27.0]",27
114,5,5,"[11.0, 17.0, 43.0, 14.0, 15.0]",43
115,5,5,"[18.0, 14.0, 28.0, 13.0, 27.0]",28
116,4,2,"[23.0, 18.0, 19.0, 18.0, 22.0]",23
117,5,2,"[29.0, 19.0, 21.0, 13.0, 18.0]",29
118,5,2,"[30.0, 20.0, 23.0, 8.0, 19.0]",30
119,2,4,"[23.0, 24.0, 18.0, 14.0, 21.0]",24
120,2,2,"[30.0, 9.0, 17.0, 28.0, 16.0]",30
121,5,2,"[36.0, 20.0, 16.0, 8.0, 20.0]",36
122,4,2,"[23.0, 17.0, 18.0, 23.0, 19.0]",23
123,5,5,"[15.0, 16.0, 30.0, 13.0, 26.0]",30
124,7,2,"[26.0, 12.0, 16.0, 23.0, 23.0]",26
125,2,5,"[20.0, 15.0, 24.0, 17.0, 24.0]",24
126,4,5,"[21.0, 13.0, 33.0, 13.0, 20.0]",33
127,7,2,"[27.0, 16.0, 24.0, 9.0, 24.0]",27
128,2,4,"[22.0, 24.0, 21.0, 17.0, 16.0]",24
129,6,5,"[22.0, 14.0, 29.0, 19.0, 16.0]",29
130,5,5,"[17.0, 22.0, 32.0, 10.0, 19.0]",32
131,4,5,"[23.0, 20.0, 24.0, 10.0, 23.0]",24
132,6,4,"[22.0, 23.0, 22.0, 17.0, 16.0]",23
133,7,7,"[15.0, 24.0, 21.0, 14.0, 26.0]",26
134,2,6,"[18.0, 20.0, 21.0, 22.0, 19.0]",22
135,6,2,"[27.0, 16.0, 24.0, 17.0, 16.0]",27
136,4,7,"[19.0, 19.0, 20.0, 16.0, 26.0]",26
137,6,2,"[23.0, 23.0, 20.0, 20.0, 14.0]",23
138,6,7,"[18.0, 20.0, 21.0, 15.0, 26.0]",26
139,6,2,"[31.0, 20.0, 16.0, 11.0, 22.0]",31
140,6,7,"[23.0, 16.0, 22.0, 14.0, 25.0]",25
141,2,5,"[21.0, 20.0, 30.0, 15.0, 14.0]",30
142,6,2,"[25.0, 18.0, 22.0, 17.0, 18.0]",25
143,2,4,"[21.0, 25.0, 24.0, 17.0, 13.0]",25
144,6,2,"[26.0, 24.0, 23.0, 17.0, 10.0]",26
145,6,2,"[24.0, 22.0, 23.0, 14.0, 17.0]",24
146,4,5,"[17.0, 24.0, 25.0, 14.0, 20.0]",25
147,7,2,"[24.0, 23.0, 18.0, 19.0, 16.0]",24
148,7,2,"[27.0, 19.0, 15.0, 13.0, 26.0]",27
149,5,5,"[16.0, 21.0, 29.0, 13.0, 21.0]",29
150,5,5,"[23.0, 14.0, 24.0, 16.0, 23.0]",24
151,5,5,"[12.0, 15.0, 39.0, 17.0, 17.0]",39
152,2,6,"[20.0, 14.0, 20.0, 24.0, 22.0]",24
153,4,7,"[17.0, 16.0, 24.0, 18.0, 25.0]",25
154,7,4,"[23.0, 25.0, 19.0, 11.0, 22.0]",25
155,5,5,"[22.0, 22.0, 29.0, 14.0, 13.0]",29
156,4,4,"[22.0, 24.0, 21.0, 15.0, 18.0]",24
157,6,2,"[34.0, 15.0, 21.0, 15.0, 15.0]",34
158,6,4,"[17.0, 24.0, 18.0, 17.0, 24.0]",24
159,6,6,"[24.0, 13.0, 24.0, 26.0, 13.0]",26
160,7,4,"[18.0, 24.0, 23.0, 20.0, 15.0]",24
161,2,5,"[23.0, 14.0, 25.0, 20.0, 18.0]",25
162,6,2,"[24.0, 20.0, 23.0, 11.0, 22.0]",24
163,2,2,"[27.0, 20.0, 23.0, 13.0, 17.0]",27
164,5,5,"[22.0, 15.0, 23.0, 17.0, 23.0]",23
165,5,5,"[14.0, 14.0, 33.0, 18.0, 21.0]",33
166,4,2,"[26.0, 19.0, 24.0, 10.0, 21.0]",26
167,6,2,"[27.0, 22.0, 18.0, 16.0, 17.0]",27
168,2,2,"[30.0, 18.0, 30.0, 7.0, 15.0]",30
169,2,5,"[13.0, 23.0, 26.0, 16.0, 22.0]",26
170,7,2,"[34.0, 17.0, 13.0, 9.0, 27.0]",34
171,2,5,"[25.0, 16.0, 29.0, 14.0, 16.0]",29
172,5,5,"[20.0, 14.0, 34.0, 15.0, 17.0]",34
173,4,7,"[20.0, 19.0, 15.0, 9.0, 37.0]",37
174,4,2,"[24.0, 21.0, 17.0, 22.0, 16.0]",24
175,7,2,"[30.0, 16.0, 20.0, 10.0, 24.0]",30
176,4,2,"[26.0, 18.0, 17.0, 14.0, 25.0]",26
177,2,2,"[23.0, 17.0, 22.0, 21.0, 17.0]",23
178,7,5,"[27.0, 14.0, 32.0, 9.0, 18.0]",32
179,7,5,"[23.0, 18.0, 25.0, 17.0, 17.0]",25
180,6,5,"[16.0, 12.0, 30.0, 25.0, 17.0]",30
181,6,7,"[23.0, 15.0, 22.0, 16.0, 24.0]",24
182,2,2,"[28.0, 16.0, 18.0, 22.0, 16.0]",28
183,7,7,"[19.0, 18.0, 16.0, 18.0, 29.0]",29
184,2,5,"[14.0, 24.0, 27.0, 21.0, 14.0]",27
185,2,7,"[14.0, 16.0, 28.0, 12.0, 30.0]",30
186,5,5,"[22.0, 16.0, 26.0, 13.0, 23.0]",26
187,2,5,"[23.0, 11.0, 34.0, 15.0, 17.0]",34
188,6,6,"[25.0, 12.0, 22.0, 26.0, 15.0]",26
189,2,5,"[10.0, 14.0, 34.0, 20.0, 22.0]",34
190,6,6,"[13.0, 23.0, 16.0, 24.0, 24.0]",24
191,2,2,"[26.0, 15.0, 16.0, 18.0, 25.0]",26
192,7,7,"[16.0, 22.0, 13.0, 22.0, 27.0]",27
193,4,5,"[10.0, 14.0, 31.0, 22.0, 23.0]",31
194,2,2,"[28.0, 17.0, 25.0, 11.0, 19.0]",28
195,7,2,"[27.0, 20.0, 17.0, 15.0, 21.0]",27
196,6,2,"[25.0, 24.0, 18.0, 20.0, 13.0]",25
197,7,5,"[11.0, 17.0, 28.0, 20.0, 24.0]",28
198,7,7,"[20.0, 23.0, 24.0, 8.0, 25.0]",25
199,4,6,"[16.0, 16.0, 22.0, 29.0, 17.0]",29
200,5,2,"[24.0, 21.0, 21.0, 14.0, 20.0]",24
201,2,2,"[23.0, 20.0, 17.0, 20.0, 20.0]",23
202,4,2,"[23.0, 23.0, 22.0, 12.0, 20.0]",23
203,6,2,"[32.0, 19.0, 15.0, 17.0, 17.0]",32
204,2,2,"[27.0, 18.0, 19.0, 17.0, 19.0]",27
205,5,5,"[13.0, 16.0, 39.0, 12.0, 20.0]",39
206,7,5,"[19.0, 23.0, 24.0, 17.0, 17.0]",24
207,7,7,"[22.0, 20.0, 15.0, 11.0, 32.0]",32
208,2,6,"[22.0, 21.0, 18.0, 28.0, 11.0]",28
209,5,4,"[21.0, 25.0, 25.0, 15.0, 14.0]",25
210,4,2,"[23.0, 16.0, 20.0, 18.0, 23.0]",23
211,5,5,"[10.0, 23.0, 36.0, 12.0, 19.0]",36
212,7,2,"[31.0, 17.0, 19.0, 14.0, 19.0]",31
213,5,5,"[19.0, 22.0, 24.0, 13.0, 22.0]",24
214,2,2,"[30.0, 20.0, 20.0, 16.0, 14.0]",30
215,2,7,"[21.0, 20.0, 21.0, 13.0, 25.0]",25
216,2,2,"[25.0, 19.0, 18.0, 17.0, 21.0]",25
217,7,5,"[18.0, 20.0, 29.0, 15.0, 18.0]",29
218,4,2,"[29.0, 25.0, 20.0, 14.0, 12.0]",29
219,5,2,"[24.0, 20.0, 18.0, 14.0, 24.0]",24
220,4,6,"[18.0, 14.0, 22.0, 25.0, 21.0]",25
221,6,5,"[22.0, 17.0, 24.0, 19.0, 18.0]",24
222,5,5,"[21.0, 16.0, 30.0, 13.0, 20.0]",30
223,6,5,"[16.0, 19.0, 26.0, 17.0, 22.0]",26
224,4,5,"[20.0, 17.0, 26.0, 13.0, 24.0]",26
225,4,6,"[21.0, 20.0, 19.0, 22.0, 18.0]",22
226,4,5,"[17.0, 19.0, 30.0, 10.0, 24.0]",30
227,7,7,"[14.0, 20.0, 23.0, 19.0, 24.0]",24
228,7,2,"[32.0, 8.0, 25.0, 10.0, 25.0]",32
229,5,7,"[23.0, 18.0, 17.0, 17.0, 25.0]",25
230,7,2,"[27.0, 16.0, 22.0, 14.0, 21.0]",27
231,6,2,"[31.0, 19.0, 13.0, 21.0, 16.0]",31
232,5,5,"[22.0, 22.0, 30.0, 5.0, 21.0]",30
233,4,2,"[24.0, 23.0, 19.0, 13.0, 21.0]",24
234,6,6,"[18.0, 20.0, 14.0, 27.0, 21.0]",27
235,5,2,"[25.0, 21.0, 13.0, 16.0, 25.0]",25
236,5,2,"[31.0, 13.0, 18.0, 17.0, 21.0]",31
237,5,5,"[19.0, 15.0, 29.0, 14.0, 23.0]",29
238,2,5,"[22.0, 21.0, 24.0, 10.0, 23.0]",24
239,2,7,"[17.0, 19.0, 20.0, 16.0, 28.0]",28
240,4,4,"[19.0, 27.0, 19.0, 11.0, 24.0]",27
241,6,7,"[23.0, 14.0, 15.0, 23.0, 25.0]",25
242,5,6,"[18.0, 15.0, 21.0, 31.0, 15.0]",31
243,4,5,"[17.0, 15.0, 28.0, 24.0, 16.0]",28
244,4,4,"[21.0, 25.0, 21.0, 16.0, 17.0]",25
245,7,2,"[22.0, 19.0, 17.0, 20.0, 22.0]",22
246,4,6,"[19.0, 16.0, 24.0, 25.0, 16.0]",25
247,5,5,"[17.0, 17.0, 30.0, 10.0, 26.0]",30
248,6,6,"[24.0, 12.0, 17.0, 31.0, 16.0]",31
249,6,5,"[12.0, 21.0, 24.0, 23.0, 20.0]",24
250,5,5,"[15.0, 19.0, 38.0, 11.0, 17.0]",38
251,5,5,"[20.0, 11.0, 29.0, 14.0, 26.0]",29
252,5,6,"[18.0, 24.0, 20.0, 26.0, 12.0]",26
253,7,2,"[31.0, 16.0, 23.0, 19.0, 11.0]",31
254,7,7,"[15.0, 18.0, 21.0, 17.0, 29.0]",29
255,5,5,"[19.0, 20.0, 28.0, 20.0, 13.0]",28
256,4,7,"[13.0, 21.0, 21.0, 19.0, 26.0]",26
257,6,4,"[19.0, 24.0, 19.0, 16.0, 22.0]",24
258,5,2,"[34.0, 15.0, 23.0, 11.0, 17.0]",34
259,6,2,"[25.0, 16.0, 19.0, 18.0, 22.0]",25
260,6,5,"[11.0, 24.0, 26.0, 21.0, 18.0]",26
261,6,5,"[23.0, 21.0, 31.0, 14.0, 11.0]",31
262,2,6,"[18.0, 20.0, 21.0, 23.0, 18.0]",23
263,7,4,"[25.0, 28.0, 20.0, 11.0, 16.0]",28
264,6,2,"[23.0, 12.0, 22.0, 20.0, 23.0]",23
265,7,2,"[25.0, 19.0, 18.0, 22.0, 16.0]",25
266,5,5,"[19.0, 18.0, 30.0, 13.0, 20.0]",30
267,6,5,"[19.0, 17.0, 24.0, 17.0, 23.0]",24
268,2,5,"[21.0, 12.0, 25.0, 24.0, 18.0]",25
269,5,5,"[22.0, 11.0, 37.0, 8.0, 22.0]",37
270,5,2,"[24.0, 20.0, 23.0, 16.0, 17.0]",24
271,5,2,"[29.0, 12.0, 22.0, 12.0, 25.0]",29
272,5,4,"[20.0, 33.0, 11.0, 18.0, 18.0]",33
273,4,2,"[24.0, 19.0, 18.0, 21.0, 18.0]",24
274,6,5,"[18.0, 19.0, 22.0, 21.0, 20.0]",22
275,4,2,"[24.0, 21.0, 20.0, 18.0, 17.0]",24
276,2,4,"[22.0, 26.0, 18.0, 12.0, 22.0]",26
277,7,7,"[24.0, 17.0, 21.0, 13.0, 25.0]",25
278,6,7,"[16.0, 22.0, 14.0, 21.0, 27.0]",27
279,2,2,"[24.0, 18.0, 18.0, 21.0, 19.0]",24
280,2,2,"[25.0, 14.0, 25.0, 21.0, 15.0]",25
281,7,7,"[18.0, 18.0, 19.0, 18.0, 27.0]",27
282,2,7,"[22.0, 15.0, 16.0, 13.0, 34.0]",34
283,6,2,"[28.0, 15.0, 20.0, 12.0, 25.0]",28
284,7,7,"[15.0, 10.0, 23.0, 13.0, 39.0]",39
285,6,2,"[24.0, 15.0, 22.0, 20.0, 19.0]",24
286,6,4,"[17.0, 25.0, 21.0, 13.0, 24.0]",25
287,7,5,"[22.0, 21.0, 24.0, 11.0, 22.0]",24
288,5,2,"[28.0, 12.0, 27.0, 12.0, 21.0]",28
289,4,6,"[21.0, 21.0, 17.0, 24.0, 17.0]",24
290,4,7,"[16.0, 15.0, 18.0, 21.0, 30.0]",30
291,4,2,"[24.0, 19.0, 21.0, 24.0, 12.0]",24
292,6,2,"[25.0, 20.0, 15.0, 18.0, 22.0]",25
293,2,2,"[28.0, 25.0, 21.0, 10.0, 16.0]",28
294,6,7,"[19.0, 14.0, 24.0, 18.0, 25.0]",25
295,4,5,"[22.0, 18.0, 30.0, 18.0, 12.0]",30
296,7,5,"[24.0, 16.0, 30.0, 9.0, 21.0]",30
297,5,4,"[11.0, 24.0, 20.0, 23.0, 22.0]",24
298,5,5,"[23.0, 20.0, 28.0, 13.0, 16.0]",28
299,2,4,"[20.0, 21.0, 21.0, 19.0, 19.0]",21
300,6,5,"[18.0, 11.0, 33.0, 24.0, 14.0]",33
301,4,2,"[27.0, 17.0, 15.0, 19.0, 22.0]",27
302,6,5,"[17.0, 20.0, 30.0, 17.0, 16.0]",30
303,5,5,"[26.0, 12.0, 28.0, 17.0, 17.0]",28
304,6,4,"[16.0, 28.0, 14.0, 18.0, 24.0]",28
305,6,2,"[30.0, 21.0, 20.0, 17.0, 12.0]",30
306,2,7,"[22.0, 18.0, 14.0, 9.0, 37.0]",37
307,7,5,"[18.0, 17.0, 31.0, 11.0, 23.0]",31
308,7,2,"[23.0, 13.0, 21.0, 22.0, 21.0]",23
309,2,2,"[30.0, 19.0, 21.0, 13.0, 17.0]",30
310,7,4,"[17.0, 28.0, 21.0, 11.0, 23.0]",28
311,4,2,"[21.0, 20.0, 19.0, 20.0, 20.0]",21
312,4,7,"[16.0, 21.0, 21.0, 16.0, 26.0]",26
313,2,5,"[19.0, 18.0, 25.0, 18.0, 20.0]",25
314,5,5,"[19.0, 21.0, 25.0, 16.0, 19.0]",25
315,6,6,"[11.0, 23.0, 22.0, 24.0, 20.0]",24
316,7,5,"[18.0, 21.0, 33.0, 16.0, 12.0]",33
317,6,2,"[26.0, 21.0, 18.0, 13.0, 22.0]",26
318,5,7,"[18.0, 22.0, 13.0, 18.0, 29.0]",29
319,5,5,"[20.0, 13.0, 29.0, 22.0, 16.0]",29
320,7,5,"[22.0, 18.0, 31.0, 10.0, 19.0]",31
321,4,5,"[22.0, 20.0, 26.0, 13.0, 19.0]",26
322,4,2,"[28.0, 19.0, 18.0, 21.0, 14.0]",28
323,5,2,"[21.0, 17.0, 20.0, 21.0, 21.0]",21
324,5,2,"[30.0, 16.0, 22.0, 16.0, 16.0]",30
325,6,5,"[18.0, 17.0, 29.0, 16.0, 20.0]",29
326,2,4,"[23.0, 27.0, 15.0, 12.0, 23.0]",27
327,4,4,"[23.0, 26.0, 20.0, 16.0, 15.0]",26
328,4,5,"[24.0, 18.0, 26.0, 7.0, 25.0]",26
329,7,7,"[15.0, 11.0, 18.0, 8.0, 48.0]",48
330,6,7,"[15.0, 13.0, 21.0, 21.0, 30.0]",30
331,6,5,"[18.0, 18.0, 27.0, 23.0, 14.0]",27
332,6,4,"[20.0, 24.0, 22.0, 10.0, 24.0]",24
333,2,5,"[17.0, 20.0, 26.0, 17.0, 20.0]",26
334,5,2,"[25.0, 14.0, 18.0, 20.0, 23.0]",25
335,6,5,"[13.0, 15.0, 28.0, 25.0, 19.0]",28
336,4,5,"[21.0, 10.0, 32.0, 22.0, 15.0]",32
337,6,5,"[10.0, 20.0, 31.0, 18.0, 21.0]",31
338,6,4,"[19.0, 21.0, 19.0, 20.0, 21.0]",21
339,2,7,"[23.0, 19.0, 23.0, 11.0, 24.0]",24
340,2,2,"[28.0, 22.0, 26.0, 11.0, 13.0]",28
341,7,7,"[26.0, 19.0, 22.0, 5.0, 28.0]",28
342,2,5,"[19.0, 18.0, 24.0, 18.0, 21.0]",24
343,7,2,"[26.0, 11.0, 25.0, 17.0, 21.0]",26
344,5,5,"[17.0, 12.0, 29.0, 25.0, 17.0]",29
345,7,5,"[23.0, 10.0, 29.0, 12.0, 26.0]",29
346,2,2,"[28.0, 19.0, 20.0, 15.0, 18.0]",28
347,4,5,"[16.0, 17.0, 32.0, 12.0, 23.0]",32
348,7,5,"[22.0, 13.0, 29.0, 17.0, 19.0]",29
349,4,5,"[19.0, 25.0, 28.0, 13.0, 15.0]",28
350,2,4,"[22.0, 28.0, 22.0, 16.0, 12.0]",28
351,6,7,"[13.0, 17.0, 20.0, 14.0, 36.0]",36
352,7,5,"[22.0, 22.0, 28.0, 14.0, 14.0]",28
353,4,2,"[26.0, 17.0, 25.0, 16.0, 16.0]",26
354,4,5,"[23.0, 19.0, 28.0, 10.0, 20.0]",28
355,4,2,"[24.0, 23.0, 13.0, 18.0, 22.0]",24
356,2,4,"[14.0, 28.0, 21.0, 16.0, 21.0]",28
357,6,2,"[27.0, 21.0, 20.0, 14.0, 18.0]",27
358,5,7,"[16.0, 26.0, 16.0, 13.0, 29.0]",29
359,4,5,"[18.0, 23.0, 31.0, 12.0, 16.0]",31
360,2,2,"[29.0, 14.0, 27.0, 11.0, 19.0]",29
361,7,2,"[24.0, 21.0, 19.0, 13.0, 23.0]",24
362,4,7,"[21.0, 23.0, 17.0, 14.0, 25.0]",25
363,4,2,"[28.0, 17.0, 20.0, 11.0, 24.0]",28
364,2,5,"[21.0, 17.0, 24.0, 21.0, 17.0]",24
365,7,5,"[15.0, 20.0, 32.0, 12.0, 21.0]",32
366,7,4,"[21.0, 23.0, 23.0, 12.0, 21.0]",23
367,7,2,"[22.0, 21.0, 20.0, 19.0, 18.0]",22
368,6,2,"[26.0, 16.0, 22.0, 17.0, 19.0]",26
369,6,2,"[34.0, 13.0, 21.0, 14.0, 18.0]",34
370,2,2,"[25.0, 25.0, 25.0, 9.0, 16.0]",25
371,5,5,"[22.0, 16.0, 28.0, 11.0, 23.0]",28
372,2,2,"[27.0, 22.0, 18.0, 23.0, 10.0]",27
373,2,2,"[25.0, 17.0, 17.0, 16.0, 25.0]",25
374,2,5,"[12.0, 26.0, 27.0, 14.0, 21.0]",27
375,6,6,"[24.0, 16.0, 14.0, 31.0, 15.0]",31
376,2,2,"[24.0, 19.0, 18.0, 21.0, 18.0]",24
377,6,2,"[25.0, 18.0, 25.0, 10.0, 22.0]",25
378,6,7,"[22.0, 21.0, 15.0, 15.0, 27.0]",27
379,2,4,"[23.0, 27.0, 20.0, 11.0, 19.0]",27
380,7,2,"[23.0, 21.0, 17.0, 21.0, 18.0]",23
381,5,5,"[24.0, 16.0, 29.0, 7.0, 24.0]",29
382,4,7,"[21.0, 24.0, 19.0, 11.0, 25.0]",25
383,6,5,"[25.0, 11.0, 28.0, 25.0, 11.0]",28
384,6,5,"[16.0, 20.0, 29.0, 23.0, 12.0]",29
385,4,7,"[18.0, 20.0, 20.0, 19.0, 23.0]",23
386,2,7,"[23.0, 17.0, 25.0, 8.0, 27.0]",27
387,2,2,"[23.0, 22.0, 20.0, 15.0, 20.0]",23
388,6,5,"[23.0, 20.0, 31.0, 17.0, 9.0]",31
389,5,6,"[20.0, 18.0, 18.0, 25.0, 19.0]",25
390,7,5,"[23.0, 22.0, 27.0, 15.0, 13.0]",27
391,6,2,"[28.0, 21.0, 14.0, 18.0, 19.0]",28
392,7,2,"[26.0, 14.0, 26.0, 19.0, 15.0]",26
393,6,6,"[21.0, 20.0, 18.0, 23.0, 18.0]",23
394,4,2,"[25.0, 18.0, 21.0, 13.0, 23.0]",25
395,7,7,"[16.0, 17.0, 22.0, 14.0, 31.0]",31
396,7,5,"[23.0, 21.0, 26.0, 12.0, 18.0]",26
397,4,4,"[20.0, 25.0, 21.0, 18.0, 16.0]",25
