,true_label,predicted_label,predict_vote,max_count
120,2,6,"[24.0, 12.0, 26.0, 27.0, 11.0]",27
121,5,7,"[29.0, 16.0, 14.0, 7.0, 34.0]",34
122,4,4,"[20.0, 25.0, 16.0, 19.0, 20.0]",25
123,5,7,"[12.0, 22.0, 22.0, 18.0, 26.0]",26
124,7,7,"[23.0, 19.0, 19.0, 15.0, 24.0]",24
125,2,5,"[16.0, 21.0, 26.0, 11.0, 26.0]",26
126,4,4,"[17.0, 25.0, 18.0, 19.0, 21.0]",25
127,7,7,"[20.0, 18.0, 20.0, 17.0, 25.0]",25
128,2,4,"[16.0, 26.0, 18.0, 15.0, 25.0]",26
129,6,6,"[21.0, 20.0, 21.0, 25.0, 13.0]",25
130,5,2,"[26.0, 23.0, 24.0, 5.0, 22.0]",26
131,4,6,"[21.0, 11.0, 22.0, 26.0, 20.0]",26
132,6,4,"[20.0, 25.0, 15.0, 17.0, 23.0]",25
133,7,2,"[31.0, 21.0, 18.0, 10.0, 20.0]",31
134,2,6,"[18.0, 22.0, 17.0, 24.0, 19.0]",24
135,6,2,"[28.0, 15.0, 20.0, 27.0, 10.0]",28
136,4,5,"[18.0, 13.0, 27.0, 25.0, 17.0]",27
137,6,6,"[21.0, 14.0, 18.0, 24.0, 23.0]",24
138,6,4,"[15.0, 29.0, 24.0, 17.0, 15.0]",29
139,6,5,"[14.0, 17.0, 28.0, 19.0, 22.0]",28
140,6,2,"[30.0, 20.0, 10.0, 20.0, 20.0]",30
141,2,5,"[23.0, 15.0, 28.0, 19.0, 15.0]",28
142,6,4,"[21.0, 25.0, 23.0, 13.0, 18.0]",25
143,2,2,"[23.0, 23.0, 21.0, 15.0, 18.0]",23
144,6,5,"[21.0, 18.0, 24.0, 17.0, 20.0]",24
145,6,6,"[19.0, 18.0, 23.0, 25.0, 15.0]",25
146,4,7,"[19.0, 22.0, 19.0, 11.0, 29.0]",29
147,7,7,"[20.0, 18.0, 24.0, 12.0, 26.0]",26
148,7,2,"[23.0, 19.0, 20.0, 18.0, 20.0]",23
149,5,5,"[19.0, 15.0, 32.0, 13.0, 21.0]",32
150,5,5,"[16.0, 19.0, 25.0, 24.0, 16.0]",25
151,5,5,"[21.0, 19.0, 29.0, 16.0, 15.0]",29
152,2,6,"[14.0, 21.0, 19.0, 31.0, 15.0]",31
153,4,5,"[18.0, 21.0, 24.0, 24.0, 13.0]",24
154,7,6,"[19.0, 14.0, 23.0, 32.0, 12.0]",32
155,5,5,"[22.0, 19.0, 26.0, 11.0, 22.0]",26
156,4,5,"[20.0, 20.0, 24.0, 18.0, 18.0]",24
157,6,2,"[23.0, 16.0, 18.0, 23.0, 20.0]",23
158,6,5,"[14.0, 18.0, 28.0, 23.0, 17.0]",28
159,6,7,"[21.0, 21.0, 20.0, 14.0, 24.0]",24
160,7,5,"[18.0, 21.0, 23.0, 16.0, 22.0]",23
161,2,2,"[29.0, 22.0, 14.0, 22.0, 13.0]",29
162,6,6,"[20.0, 15.0, 21.0, 24.0, 20.0]",24
163,2,2,"[35.0, 25.0, 24.0, 8.0, 8.0]",35
164,5,5,"[18.0, 14.0, 31.0, 11.0, 26.0]",31
165,5,5,"[19.0, 19.0, 37.0, 10.0, 15.0]",37
166,4,7,"[20.0, 20.0, 18.0, 14.0, 28.0]",28
167,6,2,"[23.0, 19.0, 19.0, 21.0, 18.0]",23
168,2,2,"[35.0, 23.0, 21.0, 11.0, 10.0]",35
169,2,4,"[17.0, 24.0, 21.0, 16.0, 22.0]",24
170,7,2,"[25.0, 21.0, 14.0, 16.0, 24.0]",25
171,2,4,"[22.0, 26.0, 25.0, 14.0, 13.0]",26
172,5,5,"[15.0, 17.0, 34.0, 18.0, 16.0]",34
173,4,2,"[26.0, 20.0, 16.0, 14.0, 24.0]",26
174,4,2,"[27.0, 23.0, 12.0, 15.0, 23.0]",27
175,7,7,"[26.0, 17.0, 18.0, 12.0, 27.0]",27
176,4,2,"[25.0, 17.0, 21.0, 17.0, 20.0]",25
177,2,6,"[15.0, 18.0, 19.0, 24.0, 24.0]",24
178,7,4,"[22.0, 23.0, 19.0, 15.0, 21.0]",23
179,7,2,"[29.0, 18.0, 19.0, 18.0, 16.0]",29
180,6,6,"[18.0, 14.0, 26.0, 29.0, 13.0]",29
181,6,7,"[25.0, 13.0, 24.0, 12.0, 26.0]",26
182,2,6,"[13.0, 19.0, 24.0, 29.0, 15.0]",29
183,7,2,"[24.0, 21.0, 12.0, 19.0, 24.0]",24
184,2,5,"[21.0, 20.0, 26.0, 17.0, 16.0]",26
185,2,2,"[29.0, 25.0, 14.0, 13.0, 19.0]",29
186,5,5,"[24.0, 21.0, 26.0, 9.0, 20.0]",26
187,2,6,"[16.0, 18.0, 22.0, 35.0, 9.0]",35
188,6,5,"[21.0, 14.0, 26.0, 20.0, 19.0]",26
189,2,5,"[14.0, 12.0, 35.0, 21.0, 18.0]",35
190,6,4,"[17.0, 26.0, 19.0, 22.0, 16.0]",26
191,2,4,"[26.0, 34.0, 15.0, 11.0, 14.0]",34
192,7,2,"[36.0, 21.0, 16.0, 14.0, 13.0]",36
193,4,4,"[19.0, 29.0, 17.0, 21.0, 14.0]",29
194,2,2,"[27.0, 17.0, 25.0, 12.0, 19.0]",27
195,7,2,"[29.0, 14.0, 18.0, 20.0, 19.0]",29
196,6,4,"[13.0, 26.0, 19.0, 19.0, 23.0]",26
197,7,6,"[15.0, 20.0, 22.0, 27.0, 16.0]",27
198,7,2,"[30.0, 16.0, 18.0, 18.0, 18.0]",30
199,4,5,"[17.0, 21.0, 23.0, 22.0, 17.0]",23
200,5,4,"[21.0, 30.0, 20.0, 10.0, 19.0]",30
201,2,5,"[21.0, 28.0, 29.0, 8.0, 14.0]",29
202,4,2,"[30.0, 26.0, 19.0, 9.0, 16.0]",30
203,6,2,"[30.0, 21.0, 16.0, 15.0, 18.0]",30
204,2,4,"[19.0, 22.0, 20.0, 19.0, 20.0]",22
205,5,5,"[22.0, 20.0, 26.0, 11.0, 21.0]",26
206,7,2,"[28.0, 20.0, 21.0, 14.0, 17.0]",28
207,7,4,"[15.0, 26.0, 21.0, 16.0, 22.0]",26
208,2,7,"[22.0, 21.0, 19.0, 11.0, 27.0]",27
209,5,5,"[22.0, 22.0, 23.0, 18.0, 15.0]",23
210,4,4,"[18.0, 29.0, 25.0, 10.0, 18.0]",29
211,5,5,"[14.0, 17.0, 30.0, 16.0, 23.0]",30
212,7,4,"[21.0, 23.0, 14.0, 22.0, 20.0]",23
213,5,7,"[21.0, 23.0, 13.0, 19.0, 24.0]",24
214,2,2,"[35.0, 19.0, 24.0, 10.0, 12.0]",35
215,2,4,"[20.0, 29.0, 9.0, 15.0, 27.0]",29
216,2,7,"[19.0, 19.0, 9.0, 24.0, 29.0]",29
217,7,2,"[29.0, 19.0, 20.0, 10.0, 22.0]",29
218,4,4,"[22.0, 24.0, 17.0, 13.0, 24.0]",24
219,5,5,"[24.0, 20.0, 26.0, 21.0, 9.0]",26
220,4,4,"[11.0, 32.0, 25.0, 22.0, 10.0]",32
221,6,2,"[29.0, 22.0, 9.0, 23.0, 17.0]",29
222,5,5,"[20.0, 22.0, 31.0, 12.0, 15.0]",31
223,6,2,"[23.0, 20.0, 17.0, 19.0, 21.0]",23
224,4,5,"[20.0, 22.0, 25.0, 16.0, 17.0]",25
225,4,7,"[18.0, 20.0, 15.0, 23.0, 24.0]",24
226,4,5,"[18.0, 15.0, 25.0, 23.0, 19.0]",25
227,7,5,"[18.0, 20.0, 31.0, 10.0, 21.0]",31
228,7,7,"[22.0, 23.0, 17.0, 10.0, 28.0]",28
229,5,7,"[18.0, 18.0, 22.0, 15.0, 27.0]",27
230,7,7,"[21.0, 17.0, 24.0, 13.0, 25.0]",25
231,6,4,"[20.0, 23.0, 21.0, 15.0, 21.0]",23
232,5,4,"[25.0, 30.0, 16.0, 8.0, 21.0]",30
233,4,2,"[24.0, 20.0, 17.0, 23.0, 16.0]",24
234,6,2,"[23.0, 18.0, 18.0, 22.0, 19.0]",23
235,5,2,"[24.0, 20.0, 22.0, 19.0, 15.0]",24
236,5,2,"[24.0, 17.0, 15.0, 21.0, 23.0]",24
237,5,5,"[23.0, 20.0, 25.0, 15.0, 17.0]",25
238,2,2,"[26.0, 22.0, 22.0, 9.0, 21.0]",26
239,2,2,"[33.0, 14.0, 14.0, 9.0, 30.0]",33
240,4,2,"[28.0, 24.0, 19.0, 12.0, 17.0]",28
241,6,2,"[23.0, 22.0, 13.0, 20.0, 22.0]",23
242,5,5,"[17.0, 20.0, 31.0, 16.0, 16.0]",31
243,4,6,"[17.0, 18.0, 21.0, 27.0, 17.0]",27
244,4,2,"[33.0, 21.0, 19.0, 9.0, 18.0]",33
245,7,2,"[24.0, 21.0, 18.0, 21.0, 16.0]",24
246,4,6,"[18.0, 21.0, 13.0, 30.0, 18.0]",30
247,5,5,"[20.0, 15.0, 31.0, 17.0, 17.0]",31
248,6,6,"[20.0, 20.0, 15.0, 24.0, 21.0]",24
249,6,5,"[23.0, 18.0, 26.0, 17.0, 16.0]",26
250,5,5,"[18.0, 16.0, 44.0, 11.0, 11.0]",44
251,5,5,"[25.0, 16.0, 26.0, 11.0, 22.0]",26
252,5,5,"[26.0, 9.0, 32.0, 19.0, 14.0]",32
253,7,5,"[25.0, 14.0, 28.0, 18.0, 15.0]",28
254,7,7,"[22.0, 15.0, 13.0, 20.0, 30.0]",30
255,5,5,"[19.0, 16.0, 28.0, 23.0, 14.0]",28
256,4,6,"[20.0, 20.0, 21.0, 22.0, 17.0]",22
257,6,6,"[20.0, 20.0, 19.0, 29.0, 12.0]",29
258,5,5,"[26.0, 16.0, 27.0, 11.0, 20.0]",27
259,6,6,"[19.0, 17.0, 22.0, 27.0, 15.0]",27
260,6,6,"[18.0, 18.0, 20.0, 24.0, 20.0]",24
261,6,2,"[25.0, 20.0, 23.0, 14.0, 18.0]",25
262,2,2,"[26.0, 19.0, 19.0, 17.0, 19.0]",26
263,7,7,"[19.0, 21.0, 21.0, 17.0, 22.0]",22
264,6,2,"[30.0, 20.0, 15.0, 21.0, 14.0]",30
265,7,7,"[24.0, 21.0, 12.0, 18.0, 25.0]",25
266,5,7,"[19.0, 23.0, 22.0, 12.0, 24.0]",24
267,6,7,"[21.0, 17.0, 18.0, 21.0, 23.0]",23
268,2,6,"[18.0, 22.0, 21.0, 23.0, 16.0]",23
269,5,5,"[12.0, 10.0, 54.0, 14.0, 10.0]",54
270,5,4,"[19.0, 28.0, 25.0, 14.0, 14.0]",28
271,5,2,"[29.0, 19.0, 25.0, 13.0, 14.0]",29
272,5,5,"[21.0, 23.0, 24.0, 13.0, 19.0]",24
273,4,2,"[26.0, 16.0, 18.0, 19.0, 21.0]",26
274,6,2,"[27.0, 17.0, 21.0, 21.0, 14.0]",27
275,4,7,"[19.0, 21.0, 17.0, 13.0, 30.0]",30
276,2,4,"[21.0, 22.0, 17.0, 18.0, 22.0]",22
277,7,7,"[9.0, 18.0, 27.0, 18.0, 28.0]",28
278,6,4,"[15.0, 26.0, 19.0, 18.0, 22.0]",26
279,2,4,"[20.0, 24.0, 21.0, 20.0, 15.0]",24
280,2,6,"[17.0, 16.0, 19.0, 28.0, 20.0]",28
281,7,2,"[25.0, 17.0, 21.0, 17.0, 20.0]",25
282,2,4,"[18.0, 28.0, 21.0, 12.0, 21.0]",28
283,6,7,"[19.0, 14.0, 21.0, 21.0, 25.0]",25
284,7,7,"[20.0, 17.0, 27.0, 1.0, 35.0]",35
285,6,2,"[27.0, 16.0, 19.0, 14.0, 24.0]",27
286,6,6,"[17.0, 21.0, 24.0, 26.0, 12.0]",26
287,7,5,"[25.0, 22.0, 26.0, 5.0, 22.0]",26
288,5,6,"[23.0, 20.0, 16.0, 28.0, 13.0]",28
289,4,2,"[25.0, 17.0, 23.0, 16.0, 19.0]",25
290,4,5,"[16.0, 18.0, 27.0, 23.0, 16.0]",27
291,4,4,"[14.0, 27.0, 24.0, 23.0, 12.0]",27
292,6,7,"[15.0, 15.0, 13.0, 23.0, 34.0]",34
293,2,2,"[26.0, 17.0, 20.0, 19.0, 18.0]",26
294,6,5,"[18.0, 22.0, 24.0, 21.0, 15.0]",24
295,4,4,"[21.0, 24.0, 16.0, 18.0, 21.0]",24
296,7,2,"[26.0, 20.0, 22.0, 13.0, 19.0]",26
297,5,5,"[19.0, 21.0, 24.0, 15.0, 21.0]",24
298,5,5,"[20.0, 16.0, 25.0, 14.0, 25.0]",25
299,2,5,"[21.0, 18.0, 23.0, 16.0, 22.0]",23
300,6,5,"[17.0, 19.0, 30.0, 22.0, 12.0]",30
301,4,4,"[20.0, 28.0, 15.0, 17.0, 20.0]",28
302,6,5,"[19.0, 21.0, 26.0, 22.0, 12.0]",26
303,5,7,"[21.0, 21.0, 19.0, 14.0, 25.0]",25
304,6,7,"[15.0, 13.0, 20.0, 24.0, 28.0]",28
305,6,5,"[19.0, 11.0, 30.0, 22.0, 18.0]",30
306,2,5,"[21.0, 22.0, 27.0, 13.0, 17.0]",27
307,7,5,"[20.0, 21.0, 25.0, 10.0, 24.0]",25
308,7,5,"[18.0, 18.0, 26.0, 15.0, 23.0]",26
309,2,2,"[28.0, 20.0, 19.0, 10.0, 23.0]",28
310,7,5,"[26.0, 17.0, 27.0, 6.0, 24.0]",27
311,4,4,"[24.0, 28.0, 18.0, 11.0, 19.0]",28
312,4,4,"[14.0, 25.0, 23.0, 18.0, 20.0]",25
313,2,2,"[24.0, 15.0, 23.0, 23.0, 15.0]",24
314,5,7,"[22.0, 20.0, 19.0, 13.0, 26.0]",26
315,6,6,"[24.0, 12.0, 23.0, 29.0, 12.0]",29
316,7,6,"[25.0, 15.0, 14.0, 26.0, 20.0]",26
317,6,6,"[20.0, 24.0, 14.0, 26.0, 16.0]",26
318,5,4,"[17.0, 21.0, 20.0, 21.0, 21.0]",21
319,5,2,"[22.0, 21.0, 18.0, 20.0, 19.0]",22
320,7,4,"[15.0, 24.0, 24.0, 16.0, 21.0]",24
321,4,2,"[32.0, 17.0, 20.0, 15.0, 16.0]",32
322,4,2,"[29.0, 21.0, 20.0, 13.0, 17.0]",29
323,5,7,"[22.0, 16.0, 11.0, 18.0, 33.0]",33
324,5,4,"[18.0, 23.0, 21.0, 17.0, 21.0]",23
325,6,4,"[20.0, 25.0, 18.0, 21.0, 16.0]",25
326,2,2,"[24.0, 21.0, 24.0, 14.0, 17.0]",24
327,4,4,"[18.0, 22.0, 22.0, 19.0, 19.0]",22
328,4,4,"[16.0, 24.0, 16.0, 21.0, 23.0]",24
329,7,7,"[17.0, 10.0, 20.0, 12.0, 41.0]",41
330,6,6,"[19.0, 16.0, 24.0, 28.0, 13.0]",28
331,6,2,"[24.0, 23.0, 18.0, 17.0, 18.0]",24
332,6,4,"[16.0, 29.0, 25.0, 12.0, 18.0]",29
333,2,4,"[18.0, 23.0, 20.0, 19.0, 20.0]",23
334,5,2,"[27.0, 25.0, 16.0, 16.0, 16.0]",27
335,6,6,"[21.0, 20.0, 22.0, 23.0, 14.0]",23
336,4,2,"[25.0, 17.0, 20.0, 13.0, 25.0]",25
337,6,7,"[20.0, 17.0, 17.0, 21.0, 25.0]",25
338,6,4,"[18.0, 27.0, 21.0, 18.0, 16.0]",27
339,2,4,"[22.0, 25.0, 17.0, 21.0, 15.0]",25
340,2,5,"[26.0, 13.0, 27.0, 23.0, 11.0]",27
341,7,7,"[22.0, 22.0, 22.0, 10.0, 24.0]",24
342,2,4,"[18.0, 23.0, 21.0, 21.0, 17.0]",23
343,7,2,"[24.0, 17.0, 22.0, 18.0, 19.0]",24
344,5,5,"[19.0, 20.0, 29.0, 18.0, 14.0]",29
345,7,2,"[27.0, 20.0, 20.0, 15.0, 18.0]",27
346,2,4,"[21.0, 26.0, 14.0, 22.0, 17.0]",26
347,4,5,"[13.0, 19.0, 35.0, 17.0, 16.0]",35
348,7,4,"[23.0, 30.0, 19.0, 16.0, 12.0]",30
349,4,5,"[17.0, 22.0, 26.0, 20.0, 15.0]",26
350,2,2,"[28.0, 28.0, 16.0, 12.0, 16.0]",28
351,6,7,"[18.0, 21.0, 17.0, 21.0, 23.0]",23
352,7,7,"[21.0, 13.0, 20.0, 13.0, 33.0]",33
353,4,2,"[33.0, 15.0, 20.0, 11.0, 21.0]",33
354,4,4,"[24.0, 27.0, 21.0, 8.0, 20.0]",27
355,4,4,"[17.0, 23.0, 22.0, 19.0, 19.0]",23
356,2,5,"[21.0, 17.0, 28.0, 15.0, 19.0]",28
357,6,2,"[29.0, 21.0, 16.0, 22.0, 12.0]",29
358,5,7,"[25.0, 17.0, 18.0, 13.0, 27.0]",27
359,4,5,"[21.0, 16.0, 25.0, 23.0, 15.0]",25
360,2,2,"[26.0, 17.0, 22.0, 10.0, 25.0]",26
361,7,7,"[23.0, 14.0, 24.0, 11.0, 28.0]",28
362,4,2,"[28.0, 25.0, 15.0, 20.0, 12.0]",28
363,4,2,"[28.0, 18.0, 19.0, 15.0, 20.0]",28
364,2,5,"[19.0, 21.0, 29.0, 15.0, 16.0]",29
365,7,5,"[20.0, 21.0, 24.0, 16.0, 19.0]",24
366,7,7,"[25.0, 15.0, 13.0, 14.0, 33.0]",33
367,7,2,"[24.0, 17.0, 23.0, 16.0, 20.0]",24
368,6,5,"[20.0, 17.0, 24.0, 22.0, 17.0]",24
369,6,6,"[21.0, 15.0, 21.0, 22.0, 21.0]",22
370,2,2,"[27.0, 24.0, 15.0, 10.0, 24.0]",27
371,5,5,"[24.0, 22.0, 25.0, 11.0, 18.0]",25
372,2,2,"[28.0, 15.0, 24.0, 18.0, 15.0]",28
373,2,4,"[21.0, 27.0, 23.0, 14.0, 15.0]",27
374,2,2,"[23.0, 23.0, 13.0, 21.0, 20.0]",23
375,6,6,"[24.0, 16.0, 19.0, 27.0, 14.0]",27
376,2,2,"[27.0, 19.0, 23.0, 12.0, 19.0]",27
377,6,4,"[19.0, 28.0, 18.0, 12.0, 23.0]",28
378,6,2,"[24.0, 17.0, 23.0, 19.0, 17.0]",24
379,2,2,"[25.0, 22.0, 21.0, 11.0, 21.0]",25
380,7,2,"[24.0, 23.0, 19.0, 10.0, 24.0]",24
381,5,2,"[30.0, 17.0, 23.0, 8.0, 22.0]",30
382,4,7,"[28.0, 16.0, 16.0, 11.0, 29.0]",29
383,6,6,"[24.0, 10.0, 26.0, 31.0, 9.0]",31
384,6,5,"[16.0, 15.0, 31.0, 30.0, 8.0]",31
385,4,5,"[11.0, 25.0, 27.0, 18.0, 19.0]",27
386,2,4,"[23.0, 24.0, 22.0, 9.0, 22.0]",24
387,2,2,"[29.0, 18.0, 23.0, 12.0, 18.0]",29
388,6,5,"[19.0, 18.0, 23.0, 18.0, 22.0]",23
389,5,4,"[18.0, 25.0, 15.0, 25.0, 17.0]",25
390,7,4,"[20.0, 27.0, 20.0, 12.0, 21.0]",27
391,6,2,"[24.0, 17.0, 18.0, 21.0, 20.0]",24
392,7,2,"[25.0, 12.0, 23.0, 25.0, 15.0]",25
393,6,6,"[24.0, 21.0, 14.0, 28.0, 13.0]",28
394,4,2,"[30.0, 20.0, 17.0, 19.0, 14.0]",30
395,7,7,"[23.0, 16.0, 21.0, 12.0, 28.0]",28
396,7,5,"[20.0, 21.0, 26.0, 16.0, 17.0]",26
397,4,4,"[21.0, 25.0, 20.0, 19.0, 15.0]",25
