,true_label,predicted_label,predict_vote,max_count
45,6,4,"[19.0, 26.0, 14.0, 22.0, 19.0]",26
46,4,5,"[20.0, 17.0, 23.0, 22.0, 18.0]",23
47,6,4,"[21.0, 24.0, 20.0, 19.0, 16.0]",24
48,6,2,"[21.0, 21.0, 21.0, 17.0, 20.0]",21
49,7,2,"[25.0, 18.0, 18.0, 22.0, 17.0]",25
50,4,6,"[20.0, 19.0, 17.0, 23.0, 21.0]",23
51,5,4,"[12.0, 31.0, 24.0, 14.0, 19.0]",31
52,6,5,"[21.0, 8.0, 28.0, 22.0, 21.0]",28
53,6,6,"[22.0, 14.0, 19.0, 32.0, 13.0]",32
54,7,5,"[12.0, 9.0, 44.0, 21.0, 14.0]",44
55,4,5,"[15.0, 15.0, 25.0, 21.0, 24.0]",25
56,6,6,"[23.0, 17.0, 16.0, 27.0, 17.0]",27
57,2,4,"[24.0, 27.0, 17.0, 16.0, 16.0]",27
58,4,5,"[14.0, 18.0, 27.0, 21.0, 20.0]",27
59,2,6,"[18.0, 18.0, 21.0, 22.0, 21.0]",22
60,7,5,"[11.0, 12.0, 32.0, 16.0, 29.0]",32
61,2,7,"[20.0, 15.0, 23.0, 14.0, 28.0]",28
62,5,7,"[16.0, 11.0, 22.0, 7.0, 44.0]",44
63,2,5,"[21.0, 19.0, 26.0, 22.0, 12.0]",26
64,4,7,"[23.0, 20.0, 21.0, 8.0, 28.0]",28
65,2,6,"[13.0, 20.0, 15.0, 30.0, 22.0]",30
66,7,5,"[16.0, 19.0, 27.0, 15.0, 23.0]",27
67,2,6,"[20.0, 22.0, 17.0, 28.0, 13.0]",28
68,6,2,"[24.0, 16.0, 22.0, 22.0, 16.0]",24
69,5,5,"[18.0, 17.0, 35.0, 14.0, 16.0]",35
70,6,2,"[30.0, 23.0, 20.0, 17.0, 10.0]",30
71,7,2,"[31.0, 15.0, 20.0, 15.0, 19.0]",31
72,6,5,"[20.0, 18.0, 25.0, 23.0, 14.0]",25
73,2,5,"[14.0, 17.0, 37.0, 13.0, 19.0]",37
74,5,5,"[17.0, 14.0, 33.0, 22.0, 14.0]",33
75,2,5,"[14.0, 10.0, 33.0, 27.0, 16.0]",33
76,6,7,"[21.0, 23.0, 17.0, 15.0, 24.0]",24
77,5,5,"[17.0, 23.0, 27.0, 22.0, 11.0]",27
78,2,2,"[29.0, 18.0, 21.0, 13.0, 19.0]",29
79,5,4,"[23.0, 24.0, 17.0, 19.0, 17.0]",24
80,4,4,"[18.0, 32.0, 13.0, 17.0, 20.0]",32
81,2,2,"[26.0, 20.0, 17.0, 21.0, 16.0]",26
82,6,2,"[22.0, 20.0, 20.0, 20.0, 18.0]",22
83,6,2,"[26.0, 19.0, 20.0, 19.0, 16.0]",26
84,4,7,"[23.0, 17.0, 15.0, 16.0, 29.0]",29
85,4,2,"[26.0, 18.0, 18.0, 24.0, 14.0]",26
86,5,4,"[20.0, 22.0, 15.0, 22.0, 21.0]",22
87,7,5,"[20.0, 20.0, 22.0, 17.0, 21.0]",22
88,5,2,"[24.0, 18.0, 21.0, 18.0, 19.0]",24
89,5,5,"[24.0, 23.0, 26.0, 12.0, 15.0]",26
90,2,5,"[20.0, 17.0, 25.0, 17.0, 21.0]",25
91,2,2,"[30.0, 22.0, 13.0, 18.0, 17.0]",30
92,6,6,"[22.0, 17.0, 14.0, 26.0, 21.0]",26
93,4,2,"[30.0, 20.0, 16.0, 24.0, 10.0]",30
94,5,5,"[21.0, 15.0, 24.0, 20.0, 20.0]",24
95,7,7,"[18.0, 23.0, 19.0, 14.0, 26.0]",26
96,2,5,"[25.0, 20.0, 27.0, 19.0, 9.0]",27
97,7,7,"[23.0, 14.0, 27.0, 5.0, 31.0]",31
98,5,2,"[29.0, 20.0, 15.0, 10.0, 26.0]",29
99,7,2,"[29.0, 27.0, 10.0, 8.0, 26.0]",29
100,5,5,"[18.0, 18.0, 33.0, 15.0, 16.0]",33
101,7,5,"[23.0, 16.0, 27.0, 13.0, 21.0]",27
102,7,4,"[13.0, 27.0, 22.0, 15.0, 23.0]",27
103,4,2,"[30.0, 15.0, 22.0, 17.0, 16.0]",30
104,5,5,"[15.0, 16.0, 29.0, 17.0, 23.0]",29
105,7,2,"[34.0, 18.0, 15.0, 12.0, 21.0]",34
106,2,4,"[21.0, 30.0, 16.0, 19.0, 14.0]",30
107,7,7,"[19.0, 18.0, 26.0, 7.0, 30.0]",30
108,6,6,"[22.0, 22.0, 15.0, 23.0, 18.0]",23
109,4,5,"[18.0, 23.0, 25.0, 20.0, 14.0]",25
110,6,6,"[20.0, 15.0, 22.0, 24.0, 19.0]",24
111,4,2,"[28.0, 21.0, 18.0, 17.0, 16.0]",28
112,7,2,"[23.0, 22.0, 22.0, 15.0, 18.0]",23
113,6,7,"[22.0, 23.0, 17.0, 8.0, 30.0]",30
114,5,5,"[12.0, 20.0, 32.0, 20.0, 16.0]",32
115,5,7,"[15.0, 16.0, 25.0, 12.0, 32.0]",32
116,4,5,"[19.0, 23.0, 28.0, 19.0, 11.0]",28
117,5,7,"[21.0, 26.0, 15.0, 9.0, 29.0]",29
118,5,2,"[34.0, 21.0, 19.0, 11.0, 15.0]",34
119,2,5,"[20.0, 22.0, 23.0, 16.0, 19.0]",23
120,2,6,"[24.0, 18.0, 14.0, 33.0, 11.0]",33
121,5,5,"[21.0, 20.0, 25.0, 11.0, 23.0]",25
122,4,2,"[27.0, 17.0, 14.0, 24.0, 18.0]",27
123,5,5,"[19.0, 15.0, 27.0, 17.0, 22.0]",27
124,7,7,"[19.0, 21.0, 22.0, 12.0, 26.0]",26
125,2,2,"[25.0, 23.0, 19.0, 11.0, 22.0]",25
126,4,7,"[17.0, 24.0, 16.0, 15.0, 28.0]",28
127,7,7,"[18.0, 21.0, 21.0, 17.0, 23.0]",23
128,2,2,"[24.0, 23.0, 24.0, 15.0, 14.0]",24
129,6,2,"[32.0, 21.0, 25.0, 17.0, 5.0]",32
130,5,5,"[24.0, 20.0, 26.0, 6.0, 24.0]",26
131,4,2,"[23.0, 22.0, 18.0, 21.0, 16.0]",23
132,6,2,"[27.0, 17.0, 24.0, 13.0, 19.0]",27
133,7,2,"[25.0, 21.0, 24.0, 14.0, 16.0]",25
134,2,4,"[25.0, 26.0, 19.0, 12.0, 18.0]",26
135,6,4,"[14.0, 26.0, 19.0, 24.0, 17.0]",26
136,4,5,"[22.0, 22.0, 24.0, 15.0, 17.0]",24
137,6,6,"[19.0, 19.0, 20.0, 29.0, 13.0]",29
138,6,6,"[19.0, 18.0, 18.0, 25.0, 20.0]",25
139,6,4,"[21.0, 22.0, 19.0, 17.0, 21.0]",22
140,6,6,"[16.0, 20.0, 17.0, 28.0, 19.0]",28
141,2,5,"[21.0, 12.0, 31.0, 20.0, 16.0]",31
142,6,5,"[24.0, 18.0, 26.0, 22.0, 10.0]",26
143,2,4,"[23.0, 24.0, 19.0, 15.0, 19.0]",24
144,6,6,"[19.0, 26.0, 10.0, 29.0, 16.0]",29
145,6,6,"[19.0, 17.0, 22.0, 27.0, 15.0]",27
146,4,7,"[20.0, 15.0, 20.0, 18.0, 27.0]",27
147,7,2,"[23.0, 22.0, 18.0, 20.0, 17.0]",23
148,7,2,"[23.0, 21.0, 20.0, 15.0, 21.0]",23
149,5,5,"[19.0, 18.0, 24.0, 17.0, 22.0]",24
150,5,2,"[27.0, 20.0, 22.0, 16.0, 15.0]",27
151,5,5,"[8.0, 7.0, 33.0, 31.0, 21.0]",33
152,2,6,"[21.0, 17.0, 17.0, 34.0, 11.0]",34
153,4,6,"[18.0, 12.0, 23.0, 27.0, 20.0]",27
154,7,6,"[18.0, 21.0, 19.0, 23.0, 19.0]",23
155,5,4,"[16.0, 29.0, 24.0, 16.0, 15.0]",29
156,4,4,"[21.0, 24.0, 17.0, 20.0, 18.0]",24
157,6,4,"[18.0, 34.0, 20.0, 14.0, 14.0]",34
158,6,4,"[18.0, 24.0, 16.0, 23.0, 19.0]",24
159,6,4,"[19.0, 25.0, 23.0, 14.0, 19.0]",25
160,7,6,"[13.0, 23.0, 14.0, 34.0, 16.0]",34
161,2,5,"[14.0, 18.0, 32.0, 16.0, 20.0]",32
162,6,5,"[20.0, 22.0, 26.0, 16.0, 16.0]",26
163,2,2,"[26.0, 25.0, 19.0, 22.0, 8.0]",26
164,5,5,"[17.0, 17.0, 24.0, 20.0, 22.0]",24
165,5,5,"[21.0, 17.0, 26.0, 14.0, 22.0]",26
166,4,4,"[15.0, 25.0, 20.0, 20.0, 20.0]",25
167,6,6,"[18.0, 22.0, 18.0, 25.0, 17.0]",25
168,2,2,"[35.0, 19.0, 16.0, 9.0, 21.0]",35
169,2,2,"[26.0, 23.0, 20.0, 15.0, 16.0]",26
170,7,2,"[29.0, 13.0, 24.0, 16.0, 18.0]",29
171,2,5,"[23.0, 16.0, 26.0, 9.0, 26.0]",26
172,5,5,"[16.0, 22.0, 32.0, 12.0, 18.0]",32
173,4,7,"[23.0, 23.0, 18.0, 12.0, 24.0]",24
174,4,6,"[20.0, 20.0, 23.0, 25.0, 12.0]",25
175,7,7,"[19.0, 23.0, 21.0, 12.0, 25.0]",25
176,4,2,"[27.0, 25.0, 15.0, 15.0, 18.0]",27
177,2,4,"[20.0, 22.0, 19.0, 17.0, 22.0]",22
178,7,2,"[28.0, 17.0, 21.0, 16.0, 18.0]",28
179,7,2,"[24.0, 24.0, 16.0, 15.0, 21.0]",24
180,6,6,"[23.0, 13.0, 21.0, 27.0, 16.0]",27
181,6,7,"[22.0, 19.0, 16.0, 18.0, 25.0]",25
182,2,2,"[24.0, 23.0, 12.0, 22.0, 19.0]",24
183,7,7,"[13.0, 22.0, 15.0, 15.0, 35.0]",35
184,2,5,"[16.0, 14.0, 34.0, 20.0, 16.0]",34
185,2,2,"[32.0, 17.0, 14.0, 11.0, 26.0]",32
186,5,2,"[27.0, 19.0, 18.0, 17.0, 19.0]",27
187,2,6,"[20.0, 26.0, 13.0, 28.0, 13.0]",28
188,6,4,"[20.0, 22.0, 20.0, 18.0, 20.0]",22
189,2,5,"[19.0, 12.0, 28.0, 27.0, 14.0]",28
190,6,4,"[21.0, 28.0, 28.0, 12.0, 11.0]",28
191,2,2,"[25.0, 23.0, 24.0, 9.0, 19.0]",25
192,7,2,"[24.0, 21.0, 19.0, 17.0, 19.0]",24
193,4,2,"[30.0, 16.0, 25.0, 18.0, 11.0]",30
194,2,4,"[24.0, 25.0, 15.0, 18.0, 18.0]",25
195,7,2,"[25.0, 17.0, 18.0, 21.0, 19.0]",25
196,6,4,"[17.0, 27.0, 21.0, 23.0, 12.0]",27
197,7,4,"[12.0, 24.0, 16.0, 24.0, 24.0]",24
198,7,7,"[20.0, 22.0, 15.0, 20.0, 23.0]",23
199,4,6,"[20.0, 19.0, 15.0, 31.0, 15.0]",31
200,5,4,"[15.0, 30.0, 18.0, 12.0, 25.0]",30
201,2,2,"[26.0, 24.0, 16.0, 18.0, 16.0]",26
202,4,4,"[22.0, 27.0, 23.0, 10.0, 18.0]",27
203,6,2,"[26.0, 17.0, 16.0, 17.0, 24.0]",26
204,2,2,"[25.0, 18.0, 23.0, 14.0, 20.0]",25
205,5,5,"[14.0, 19.0, 34.0, 16.0, 17.0]",34
206,7,2,"[31.0, 16.0, 11.0, 28.0, 14.0]",31
207,7,5,"[20.0, 14.0, 37.0, 4.0, 25.0]",37
208,2,2,"[28.0, 22.0, 24.0, 11.0, 15.0]",28
209,5,2,"[23.0, 20.0, 18.0, 20.0, 19.0]",23
210,4,2,"[26.0, 16.0, 23.0, 14.0, 21.0]",26
211,5,5,"[17.0, 15.0, 38.0, 10.0, 20.0]",38
212,7,7,"[23.0, 21.0, 10.0, 19.0, 27.0]",27
213,5,2,"[32.0, 13.0, 21.0, 15.0, 19.0]",32
214,2,5,"[20.0, 21.0, 26.0, 19.0, 14.0]",26
215,2,4,"[21.0, 23.0, 20.0, 18.0, 18.0]",23
216,2,2,"[25.0, 15.0, 16.0, 20.0, 24.0]",25
217,7,5,"[19.0, 15.0, 25.0, 22.0, 19.0]",25
218,4,5,"[25.0, 10.0, 26.0, 15.0, 24.0]",26
219,5,6,"[18.0, 20.0, 21.0, 25.0, 16.0]",25
220,4,6,"[17.0, 20.0, 16.0, 27.0, 20.0]",27
221,6,2,"[36.0, 18.0, 17.0, 16.0, 13.0]",36
222,5,5,"[17.0, 10.0, 37.0, 18.0, 18.0]",37
223,6,2,"[27.0, 17.0, 16.0, 24.0, 16.0]",27
224,4,2,"[27.0, 20.0, 20.0, 15.0, 18.0]",27
225,4,2,"[23.0, 22.0, 18.0, 18.0, 19.0]",23
226,4,5,"[17.0, 16.0, 26.0, 19.0, 22.0]",26
227,7,5,"[21.0, 18.0, 25.0, 15.0, 21.0]",25
228,7,5,"[23.0, 20.0, 29.0, 11.0, 17.0]",29
229,5,7,"[14.0, 17.0, 25.0, 16.0, 28.0]",28
230,7,2,"[24.0, 16.0, 23.0, 13.0, 24.0]",24
231,6,2,"[33.0, 24.0, 14.0, 21.0, 8.0]",33
232,5,2,"[31.0, 18.0, 19.0, 11.0, 21.0]",31
233,4,7,"[21.0, 16.0, 21.0, 19.0, 23.0]",23
234,6,6,"[19.0, 18.0, 20.0, 24.0, 19.0]",24
235,5,4,"[15.0, 25.0, 17.0, 22.0, 21.0]",25
236,5,4,"[22.0, 27.0, 16.0, 13.0, 22.0]",27
237,5,5,"[20.0, 20.0, 24.0, 23.0, 13.0]",24
238,2,5,"[17.0, 25.0, 26.0, 8.0, 24.0]",26
239,2,2,"[28.0, 18.0, 22.0, 12.0, 20.0]",28
240,4,5,"[18.0, 21.0, 29.0, 14.0, 18.0]",29
241,6,4,"[23.0, 24.0, 19.0, 20.0, 14.0]",24
242,5,5,"[26.0, 14.0, 27.0, 20.0, 13.0]",27
243,4,2,"[25.0, 24.0, 23.0, 14.0, 14.0]",25
244,4,2,"[29.0, 19.0, 18.0, 9.0, 25.0]",29
245,7,7,"[22.0, 15.0, 15.0, 21.0, 27.0]",27
246,4,6,"[18.0, 22.0, 17.0, 25.0, 18.0]",25
247,5,5,"[25.0, 19.0, 29.0, 17.0, 10.0]",29
248,6,2,"[26.0, 25.0, 15.0, 20.0, 14.0]",26
249,6,4,"[14.0, 23.0, 22.0, 21.0, 20.0]",23
250,5,5,"[7.0, 17.0, 37.0, 17.0, 22.0]",37
251,5,2,"[27.0, 16.0, 21.0, 20.0, 16.0]",27
252,5,5,"[21.0, 17.0, 30.0, 10.0, 22.0]",30
253,7,2,"[26.0, 16.0, 22.0, 14.0, 22.0]",26
254,7,7,"[25.0, 19.0, 15.0, 13.0, 28.0]",28
255,5,5,"[27.0, 7.0, 38.0, 17.0, 11.0]",38
256,4,5,"[20.0, 17.0, 25.0, 14.0, 24.0]",25
257,6,5,"[17.0, 18.0, 30.0, 25.0, 10.0]",30
258,5,5,"[26.0, 19.0, 30.0, 8.0, 17.0]",30
259,6,5,"[20.0, 14.0, 27.0, 22.0, 17.0]",27
260,6,6,"[21.0, 16.0, 17.0, 27.0, 19.0]",27
261,6,5,"[18.0, 16.0, 36.0, 13.0, 17.0]",36
262,2,6,"[22.0, 25.0, 14.0, 26.0, 13.0]",26
263,7,2,"[28.0, 10.0, 22.0, 19.0, 21.0]",28
264,6,2,"[29.0, 17.0, 14.0, 11.0, 29.0]",29
265,7,2,"[24.0, 24.0, 10.0, 18.0, 24.0]",24
266,5,7,"[19.0, 18.0, 22.0, 17.0, 24.0]",24
267,6,6,"[18.0, 21.0, 18.0, 30.0, 13.0]",30
268,2,2,"[28.0, 24.0, 15.0, 16.0, 17.0]",28
269,5,5,"[20.0, 17.0, 33.0, 19.0, 11.0]",33
270,5,7,"[14.0, 26.0, 16.0, 13.0, 31.0]",31
271,5,2,"[30.0, 17.0, 23.0, 8.0, 22.0]",30
272,5,4,"[19.0, 28.0, 14.0, 15.0, 24.0]",28
273,4,4,"[19.0, 28.0, 22.0, 13.0, 18.0]",28
274,6,2,"[25.0, 20.0, 13.0, 25.0, 17.0]",25
275,4,7,"[11.0, 23.0, 23.0, 14.0, 29.0]",29
276,2,2,"[30.0, 19.0, 21.0, 11.0, 19.0]",30
277,7,7,"[25.0, 15.0, 20.0, 14.0, 26.0]",26
278,6,4,"[22.0, 23.0, 21.0, 18.0, 16.0]",23
279,2,5,"[21.0, 19.0, 26.0, 12.0, 22.0]",26
280,2,6,"[20.0, 22.0, 19.0, 25.0, 14.0]",25
281,7,4,"[24.0, 27.0, 15.0, 11.0, 23.0]",27
282,2,5,"[22.0, 17.0, 24.0, 16.0, 21.0]",24
283,6,2,"[26.0, 25.0, 14.0, 18.0, 17.0]",26
284,7,7,"[16.0, 14.0, 19.0, 6.0, 45.0]",45
285,6,2,"[30.0, 20.0, 24.0, 8.0, 18.0]",30
286,6,6,"[17.0, 23.0, 17.0, 26.0, 17.0]",26
287,7,2,"[29.0, 22.0, 21.0, 7.0, 21.0]",29
288,5,2,"[27.0, 15.0, 23.0, 18.0, 17.0]",27
289,4,6,"[17.0, 22.0, 21.0, 23.0, 17.0]",23
290,4,6,"[18.0, 21.0, 19.0, 22.0, 20.0]",22
291,4,2,"[22.0, 20.0, 22.0, 21.0, 15.0]",22
292,6,7,"[9.0, 18.0, 21.0, 18.0, 34.0]",34
293,2,4,"[20.0, 27.0, 13.0, 14.0, 26.0]",27
294,6,6,"[20.0, 16.0, 21.0, 25.0, 18.0]",25
295,4,5,"[18.0, 22.0, 23.0, 14.0, 23.0]",23
296,7,5,"[12.0, 19.0, 29.0, 14.0, 26.0]",29
297,5,2,"[24.0, 24.0, 19.0, 18.0, 15.0]",24
298,5,2,"[27.0, 18.0, 26.0, 16.0, 13.0]",27
299,2,2,"[26.0, 26.0, 18.0, 12.0, 18.0]",26
300,6,6,"[21.0, 21.0, 18.0, 25.0, 15.0]",25
301,4,5,"[18.0, 18.0, 25.0, 19.0, 20.0]",25
302,6,6,"[20.0, 15.0, 22.0, 30.0, 13.0]",30
303,5,4,"[16.0, 27.0, 23.0, 15.0, 19.0]",27
304,6,7,"[19.0, 15.0, 20.0, 15.0, 31.0]",31
305,6,5,"[19.0, 24.0, 33.0, 16.0, 8.0]",33
306,2,2,"[25.0, 17.0, 20.0, 19.0, 19.0]",25
307,7,2,"[23.0, 20.0, 20.0, 15.0, 22.0]",23
308,7,4,"[21.0, 29.0, 21.0, 13.0, 16.0]",29
309,2,2,"[26.0, 23.0, 23.0, 12.0, 16.0]",26
310,7,4,"[22.0, 30.0, 14.0, 10.0, 24.0]",30
311,4,2,"[32.0, 22.0, 22.0, 11.0, 13.0]",32
312,4,7,"[21.0, 21.0, 18.0, 12.0, 28.0]",28
313,2,7,"[19.0, 19.0, 21.0, 17.0, 24.0]",24
314,5,5,"[24.0, 11.0, 32.0, 18.0, 15.0]",32
315,6,6,"[23.0, 22.0, 15.0, 24.0, 16.0]",24
316,7,6,"[14.0, 21.0, 19.0, 30.0, 16.0]",30
317,6,7,"[16.0, 18.0, 11.0, 25.0, 30.0]",30
318,5,6,"[19.0, 16.0, 20.0, 31.0, 14.0]",31
319,5,5,"[22.0, 13.0, 29.0, 22.0, 14.0]",29
320,7,5,"[16.0, 21.0, 33.0, 10.0, 20.0]",33
321,4,4,"[19.0, 26.0, 22.0, 16.0, 17.0]",26
322,4,2,"[25.0, 22.0, 20.0, 19.0, 14.0]",25
323,5,7,"[15.0, 21.0, 21.0, 20.0, 23.0]",23
324,5,6,"[18.0, 21.0, 17.0, 24.0, 20.0]",24
325,6,6,"[23.0, 11.0, 23.0, 26.0, 17.0]",26
326,2,7,"[18.0, 18.0, 23.0, 13.0, 28.0]",28
327,4,2,"[25.0, 22.0, 23.0, 12.0, 18.0]",25
328,4,4,"[15.0, 26.0, 22.0, 18.0, 19.0]",26
329,7,7,"[19.0, 22.0, 21.0, 9.0, 29.0]",29
330,6,6,"[20.0, 19.0, 17.0, 27.0, 17.0]",27
331,6,5,"[17.0, 25.0, 26.0, 15.0, 17.0]",26
332,6,4,"[15.0, 26.0, 20.0, 13.0, 26.0]",26
333,2,4,"[21.0, 27.0, 17.0, 26.0, 9.0]",27
334,5,2,"[29.0, 18.0, 18.0, 10.0, 25.0]",29
335,6,5,"[21.0, 18.0, 25.0, 23.0, 13.0]",25
336,4,2,"[31.0, 19.0, 24.0, 8.0, 18.0]",31
337,6,4,"[16.0, 28.0, 23.0, 14.0, 19.0]",28
338,6,6,"[20.0, 18.0, 22.0, 24.0, 16.0]",24
339,2,2,"[28.0, 25.0, 15.0, 12.0, 20.0]",28
340,2,2,"[28.0, 18.0, 25.0, 11.0, 18.0]",28
341,7,7,"[23.0, 15.0, 17.0, 12.0, 33.0]",33
342,2,6,"[22.0, 16.0, 21.0, 23.0, 18.0]",23
343,7,7,"[16.0, 14.0, 27.0, 15.0, 28.0]",28
344,5,5,"[22.0, 17.0, 25.0, 18.0, 18.0]",25
345,7,2,"[24.0, 11.0, 23.0, 23.0, 19.0]",24
346,2,2,"[24.0, 19.0, 21.0, 18.0, 18.0]",24
347,4,7,"[11.0, 15.0, 25.0, 23.0, 26.0]",26
348,7,5,"[17.0, 15.0, 31.0, 19.0, 18.0]",31
349,4,2,"[30.0, 15.0, 24.0, 10.0, 21.0]",30
350,2,2,"[23.0, 18.0, 23.0, 15.0, 21.0]",23
351,6,5,"[23.0, 16.0, 24.0, 15.0, 22.0]",24
352,7,7,"[19.0, 17.0, 13.0, 14.0, 37.0]",37
353,4,2,"[26.0, 17.0, 20.0, 15.0, 22.0]",26
354,4,4,"[21.0, 26.0, 17.0, 11.0, 25.0]",26
355,4,6,"[12.0, 19.0, 25.0, 26.0, 18.0]",26
356,2,6,"[19.0, 24.0, 16.0, 28.0, 13.0]",28
357,6,4,"[24.0, 25.0, 16.0, 16.0, 19.0]",25
358,5,4,"[20.0, 23.0, 22.0, 15.0, 20.0]",23
359,4,4,"[17.0, 24.0, 15.0, 24.0, 20.0]",24
360,2,2,"[29.0, 18.0, 19.0, 13.0, 21.0]",29
361,7,7,"[19.0, 11.0, 26.0, 9.0, 35.0]",35
362,4,7,"[16.0, 21.0, 20.0, 17.0, 26.0]",26
363,4,2,"[34.0, 18.0, 24.0, 6.0, 18.0]",34
364,2,5,"[21.0, 18.0, 27.0, 13.0, 21.0]",27
365,7,5,"[18.0, 19.0, 32.0, 16.0, 15.0]",32
366,7,2,"[28.0, 14.0, 22.0, 11.0, 25.0]",28
367,7,2,"[30.0, 9.0, 14.0, 23.0, 24.0]",30
368,6,4,"[19.0, 22.0, 20.0, 19.0, 20.0]",22
369,6,7,"[17.0, 18.0, 16.0, 21.0, 28.0]",28
370,2,2,"[23.0, 18.0, 20.0, 21.0, 18.0]",23
371,5,5,"[23.0, 24.0, 26.0, 9.0, 18.0]",26
372,2,4,"[27.0, 31.0, 17.0, 20.0, 5.0]",31
373,2,2,"[24.0, 15.0, 24.0, 13.0, 24.0]",24
374,2,4,"[14.0, 23.0, 20.0, 22.0, 21.0]",23
375,6,6,"[17.0, 25.0, 14.0, 29.0, 15.0]",29
376,2,7,"[23.0, 19.0, 20.0, 9.0, 29.0]",29
377,6,7,"[23.0, 19.0, 16.0, 15.0, 27.0]",27
378,6,2,"[23.0, 23.0, 20.0, 18.0, 16.0]",23
379,2,2,"[35.0, 15.0, 13.0, 13.0, 24.0]",35
380,7,7,"[17.0, 13.0, 20.0, 14.0, 36.0]",36
381,5,5,"[19.0, 14.0, 30.0, 9.0, 28.0]",30
382,4,2,"[28.0, 24.0, 11.0, 16.0, 21.0]",28
383,6,5,"[19.0, 11.0, 28.0, 28.0, 14.0]",28
384,6,5,"[14.0, 14.0, 30.0, 28.0, 14.0]",30
385,4,4,"[19.0, 29.0, 18.0, 19.0, 15.0]",29
386,2,5,"[21.0, 18.0, 29.0, 7.0, 25.0]",29
387,2,2,"[25.0, 17.0, 24.0, 12.0, 22.0]",25
388,6,5,"[20.0, 16.0, 31.0, 21.0, 12.0]",31
389,5,2,"[25.0, 19.0, 14.0, 21.0, 21.0]",25
390,7,6,"[20.0, 17.0, 18.0, 27.0, 18.0]",27
391,6,2,"[26.0, 19.0, 18.0, 22.0, 15.0]",26
392,7,6,"[20.0, 20.0, 15.0, 23.0, 22.0]",23
393,6,6,"[28.0, 12.0, 23.0, 31.0, 6.0]",31
394,4,2,"[26.0, 22.0, 12.0, 18.0, 22.0]",26
395,7,2,"[24.0, 17.0, 24.0, 12.0, 23.0]",24
396,7,2,"[30.0, 22.0, 14.0, 12.0, 22.0]",30
397,4,7,"[21.0, 24.0, 12.0, 18.0, 25.0]",25
